category	author	title	type	collection	year	course
Required	"[{:family=>""Wikan"", :given=>""Unni""}]"	My Son - a Terrorist? (He was Such a Gentle Boy	article-journal	Anthropological Quarterly	2001	1590
Required	"[{:family=>""Arextaga"", :given=>""Begona""}]"	Terror as Thrill: First Thoughts on the ‘War on Terrorism’	article-journal	Anthropological Quarterly	2001	1590
Required	"[{:family=>""Gusterson"", :given=>""Hugh""}]"	The McNamara Complex	article-journal	Anthropological Quarterly	2001	1590
Required	"[{:family=>""Knightley"", :given=>""Philip""}]"	Imperial Legacy	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Makiyah"", :given=>""Kanan""}]"	How Saddam Held onto Power	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Butler"", :given=>""Richard""}]"	The Inspections and the U.N.: The Blackest of Comedies	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Wright"", :given=>""Susan""}]"	The hijacking of UNSCOM	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Schell"", :given=>""Jonathan""}]"	Pre-emptive Defeat	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""New American Century"", :given=>""Project"", :particle=>""for the""}]"	An Open Letter to President Clinton	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Kagan"", :given=>""Robert""}, {:family=>""Kristol"", :given=>""William""}]"	What to do About Iraq	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Hitchens"", :given=>""Christopher""}]"	Why I am For Regime Change	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Jones"", :given=>""Terry""}]"	I’m Losing Patience with my Neighbors	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Congressmen"", :given=>""Assorted""}]"	Of Pre-emption and Appeasement: Box-Cutters and Liquid Gold: Excerpts From the October 10	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Byrd"", :given=>""Senator Robert""}]"	No Place for Kings in America	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Sifry"", :given=>""Micah""}]"	The Second Superpower	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Renner"", :given=>""Michael""}]"	Post-Saddam Iraq: Linchpin of a New Oil Order	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Coulter"", :given=>""Ann""}]"	Why We Hate Them	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Lemann"", :given=>""Nicholas""}]"	The Next World Order	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Krauthammer"", :given=>""Charles""}]"	The Unipolar Moment Revisited: America	chapter	The Iraq War Reader: History	2003	1590
Required	"[{:family=>""Magder"", :given=>""Ted""}]"	Watching What We Say: Global Communication in a Time of Fear	chapter	War and the Media: reporting conflict 24/7	2003	1590
Required	"[{:family=>""Webster"", :given=>""Frank""}]"	Information Warfare in an Age of Globalization	chapter	War and the Media: reporting conflict 24/7	2003	1590
Required	"[{:family=>""Thussu"", :given=>""Daya Kishan""}]"	Live TV and Bloodless Deaths: War	chapter	War and the Media: reporting conflict 24/7	2003	1590
Required	"[{:family=>""Williams"", :given=>""Bruce""}]"	The New Media Environment	chapter	War and the Media: reporting conflict 24/7	2003	1590
Required	"[{:family=>""McChesney"", :given=>""Robert""}]"	September 11 and the Structural Limitations of US Journalism	article-journal	Journalism After September 11	2002	1590
Required	"[{:family=>""Garrels"", :given=>""Anne""}]"	Naked in Baghdad: The Iraq War as Seen by NPR’s Correspondent			2003	1590
Required	"[{:family=>""Manyon"", :given=>""Julian""}]"	Worse Than Vietnam	article-journal	The Spectator	2004-05-08	1590
Required	"[{:family=>""Graham"", :given=>""Patrick""}]"	Beyond Falluhah: A Year With the Iraqi Resistance	article-journal	Harpers	2004-06	1590
Required	"[{:family=>""Baum"", :given=>""Dan""}]"	The Price of Valor	article-journal	The New Yorker	July 12/19	1590
Required	"[{:family=>""Corbett"", :given=>""Sara""}]"	Coming Home: The Permanent Scars of Iraq	article-journal	New York Times Magazine	2004-02-15	1590
Required	"[{:family=>""Hersh"", :given=>""Seymour""}]"	Torture at Abu Ghraib	article-journal	The New Yorker	2004-05-10	1590
Required	"[{:family=>""Hersh"", :given=>""Seymour""}]"	The Gray Zone: How a Secret Pentagon Program Came to Abu Ghraib	article-journal	The New Yorker	2004-05-24	1590
Required	"[{:family=>""Barry"", :given=>""John""}, {:others=>true}]"	The Roots of Torture	article-journal	Newsweek	2004-05-24	1590
Required		The Secret Gulags	article-journal	Middle East	2004-07	1590
Required	"[{:family=>""Sontag"", :given=>""Susan""}]"	Regarding the Torture of Others	article-journal	New York Times Magazine	2004-05-23	1590
Required	"[{:family=>""Lifton"", :given=>""Robert Jay""}]"	Conditions of Atrocity	article-journal	The Nation	2004-05-31	1590
Required	"[{:family=>""Lifton"", :given=>""Robert Jay""}]"	Doctors and Torture	article-journal	New England Journal of Medicine	2004-07-29	1590
Required	"[{:family=>""Zizek"", :given=>""Zlavoj""}]"	What Rumsfeld Doesn’t Know That He Knows About Abu Ghraib	article-journal	These Times	2004-06-21	1590
Required	"[{:family=>""Moore"", :given=>""Patrick""}]"	Weapons of Mass Homophobia	article-journal	The Advocate	2004-06-08	1590
Required	"[{:family=>""Silbey"", :given=>""R.""}, {:family=>""Alberty"", :given=>""R.""}, {:family=>""Bawendi"", :given=>""M.""}]"	Physical Chemistry			2004	1553
Required	"[{:family=>""Dill"", :given=>""Ken A.""}, {:family=>""Bromberg"", :given=>""Sarina""}]"	Molecular Driving Forces: Statistical Thermodynamics in Chemistry and Biology			2002	1553
Required	"[{:family=>""Gaskell"", :given=>""David R.""}]"	Introduction to the thermodynamics of materials			1995	1553
Required	"[{:family=>""Tinoco"", :given=>""Ignacio"", :suffix=>""Jr""}]"	Physical Chemistry: Principles and Applications in Biological Sciences			2001	1553
Required	"[{:family=>""Levine"", :given=>""Ira N.""}]"	Physical Chemistry			1994	1553
Required	"[{:family=>""Boal"", :given=>""David H.""}]"	Mechanics of the Cell			2002	1553
Required	"[{:family=>""Atkins"", :given=>""P.""}, {:family=>""Paula"", :given=>""J."", :particle=>""de""}]"	Physical Chemistry			2001	1553
Required	"[{:family=>""Castellan"", :given=>""G.""}]"	Physical Chemistry			1983	1553
Required	"[{:family=>""Chang"", :given=>""R.""}]"	Physical Chemistry for the Chemical and Biological Sciences			2000	1553
Required	"[{:family=>""McQuarrie"", :given=>""D.""}, {:family=>""Simon"", :given=>""J.""}]"	Molecular Thermodynamics			1999	1553
Required	"[{:family=>""Mortimer"", :given=>""R.""}]"	Physical Chemistry			2000	1553
Required	"[{:family=>""Schroeder"", :given=>""D.""}]"	An Introduction to Thermal Physics			1999	1553
Optional	"[{:family=>""Felps"", :given=>""W.""}, {:family=>""Mitchell"", :given=>""T.R.""}, {:family=>""Byington"", :given=>""E.""}]"	How	article-journal	Research in Organizational Behavior	2006	1547
Optional		Ruining It For the Rest of Us	article-journal	This American Life	2008-12-19	1547
Required	"[{:family=>""from"", :given=>""Adapted""}, {:family=>""Scholtes"", :given=>""Peter""}, {:others=>true}]"	The Team Handbook			2003	1547
Required	"[{:family=>""Mitchell"", :given=>""Rudolph""}]"	A Pilot Study of Curriculum Innovations Implemented in a New Project-Based Subject			2008-10-03	1547
Required	"[{:family=>""Bushman"", :given=>""F.D.""}, {:family=>""Ptashne"", :given=>""M.""}]"	‘Turning Lambda Cro Into a Transcriptional Activator	article-journal	Cell	1988-07-15	1547
Optional	"[{:family=>""Ptashne"", :given=>""Mark""}]"	Genetic Switch: Phage Lambda and Higher Organisms			1992	1547
Optional	"[{:family=>""Ptashne"", :given=>""Mark""}]"	How Gene Activators Work	article-journal	Scientific American	1989-01	1547
Required	"[{:family=>""Humphris"", :given=>""E.L.""}, {:family=>""Kortemme"", :given=>""T.""}]"	Design of Multi-Specificity in Protein Interfaces	article-journal	PLoS Computational Biology	2007	1547
Required	"[{:family=>""T."", :given=>""Jin""}, {:family=>""Inouye"", :given=>""M.""}]"	Ligand Binding to the Receptor Domain Regulates the Ratio of Kinase to Phosphatase Activities of the Signaling Domain of the Hybrid Escherichia Coli Transmembrane Receptor	article-journal	J Mol Biol	1993	1547
Required	"[{:family=>""Anderson"", :given=>""J.C.""}, {:family=>""Voigt"", :given=>""C.""}, {:family=>""Arkin"", :given=>""A.P.""}]"	Environmental Signal Integration by a Modular AND Gate	article-journal	Molecular Systems Biology	2007	1547
Required	"[{:family=>""Saito"", :given=>""H.""}, {:family=>""Inoue"", :given=>""T.""}]"	RNA and RNP as New Molecular Parts in Synthetic Biology	article-journal	Journal of Biotechnology	2007	1547
Required	"[{:family=>""Blake"", :given=>""W.J.""}, {:others=>true}]"	Phenotypic Consequences of Promoter-mediated Transcriptional Noise	article-journal	Molecular Cell	2006	1547
Required	"[{:family=>""Maeder"", :given=>""M.L.""}, {:family=>""al"", :particle=>""et.""}]"	Rapid “open-source” Engineering of Customized Zinc-finger Nucleases for Highly Efficient Gene Modification	article-journal	Molecular Cell	2008	1547
Required	"[{:family=>""Shao"", :given=>""Z.""}, {:family=>""Zhao"", :given=>""H.""}]"	DNA Assembler	article-journal	Nucleic Acids Res	2008-12-12	1547
Optional	"[{:family=>""Stemmer"", :given=>""W.P.""}, {:others=>true}]"	Single-step Assembly of a Gene and Entire Plasmid from Large Numbers of Oligodeoxyribonucleotides	article-journal	Gene	1995-10-16	1547
Required	"[{:family=>""Skerker"", :given=>""J.M.""}, {:others=>true}]"	Rewiring the Specificity of Two-component Signal Transduction Systems	article-journal	Cell	2008	1547
Required	"[{:family=>""Osawa"", :given=>""M.""}, {:family=>""Anderson"", :given=>""D.E.""}, {:family=>""Erickson"", :given=>""H.P.""}]"	Reconstitution of Contractile FtsZ Rings in Liposomes	article-journal	Science	2008	1547
Optional	"[{:family=>""Pósfai"", :given=>""G.""}, {:others=>true}]"	Emergent Properties of Reduced-genome Escherichia Coli	article-journal	Science	2006	1547
Required	"[{:family=>""Portney"", :given=>""N.G.""}, {:others=>true}]"	Length-based Encoding of Binary Data in DNA	article-journal	Langmuir	2008	1547
Required	"[{:family=>""Bashor"", :given=>""C.J.""}, {:others=>true}]"	Using Engineered Scaffold Interactions to Reshape MAP Kinase Pathway Signaling Dynamics	article-journal	Science	2008	1547
Required	"[{:family=>""Ajo-Franklin"", :given=>""C.M.""}, {:others=>true}]"	Rational Design of Memory in Eukaryotic Cells	article-journal	Genes Dev	2007	1547
Required	"[{:family=>""A."", :given=>""Rai""}, {:given=>""Boyle""}]"	Synthetic Biology: Caught Between Property Rights	article-journal	J PLoS Biol	2007	1547
Optional	"[{:family=>""Kaye"", :given=>""J.""}, {:family=>""Hawkins"", :given=>""N.""}, {:family=>""Taylor"", :given=>""J.""}]"	Patents and Translational Research in Genomics	article-journal	Nature Biotech	2007	1547
Required	"[{:family=>""Samuel"", :given=>""G.N.""}, {:family=>""Selgelid"", :given=>""M.J.""}, {:family=>""Kerridge"", :given=>""I.""}]"	Managing the Unimaginable. Regulatory Responses to the Challenges Posed by Synthetic Biology and Synthetic Genomics	article-journal	EMBO Reports	2009	1547
Required	"[{:family=>""Kuldell"", :given=>""Natalie H.""}]"	How Golden is Silence? Teaching Undergraduates the Power and Limits of RNA Interference	article-journal	CBE Life Sci Educ	2006	1551
Optional	"[{:family=>""Swan"", :given=>""Judith A.""}, {:family=>""Gopen"", :given=>""George D.""}]"	The Science of Scientific Writing	article-journal	American Scientist	1990-11	1551
Required	"[{:family=>""Rinehart"", :given=>""Richard""}, {:family=>""Ippolito"", :given=>""Jon""}]"	Re-Collection: Art			2014	1579
Required	"[{:family=>""Halbwachs"", :given=>""Maurice""}]"	On Collective Memory (Heritage of Sociology Series			1992	1579
Required	"[{:family=>""Bazelon"", :given=>""Emily""}]"	The Price of a Stolen Childhood	article-journal	New York Times Magazine	2013-01-24	1579
Required	"[{:family=>""Rosen"", :given=>""Jeffrey""}]"	The Web Means The End of Forgetting	article-journal	New York Times Magazine	2010-07-21	1579
Required	"[{:family=>""Hacking"", :given=>""Ian""}]"	Memoro-Politics.” Chapter 15 in Rewriting the Soul: Multiple Personality and the Sciences of Memory			1995	1579
Required	"[{:family=>""Schacter"", :given=>""Daniel L.""}]"	The Memory Wars: Seeking Truth in the Line of Fire	chapter	Chapter 9 in Searching for Memory: The Brain	1997	1579
Required	"[{:family=>""Connerton"", :given=>""Paul""}]"	Social Memory	chapter	Chapter 1 in How Societies Remember	1989	1579
Required	"[{:family=>""Gable"", :given=>""Eric""}, {:family=>""Handler"", :given=>""Richard""}]"	Public History	article-journal	Ethnos	2000	1579
Required	"[{:family=>""Gable"", :given=>""Eric""}, {:family=>""Handler"", :given=>""Richard""}, {:others=>true}]"	On the Uses of Relativism: Fact	article-journal	American Ethnologist	1992	1579
Required	"[{:family=>""Nora"", :given=>""Pierre""}]"	General Introduction: Between Memory and History	chapter	Realms of Memory: Rethinking the Past	1996	1579
Required	"[{:family=>""Schwartz"", :given=>""Barry""}, {:family=>""Zerubavel"", :given=>""Yael""}, {:others=>true}]"	The Recovery of Masada: A Study in Collective Memory	article-journal	Sociological Quarterly	1986	1579
Required	"[{:family=>""Zerubavel"", :given=>""Yael""}]"	The Death of Memory and the Memory of Death: Masada and the Holocaust as Historical Metaphors	article-journal	Representations	1994	1579
Required	"[{:family=>""Foote"", :given=>""Kenneth E.""}]"	The Veneration of Heroes and Martyrs	chapter	Chapter 2 in Shadowed Ground: America’s Landscapes of Violence and Tragedy	2003	1579
Required	"[{:family=>""Knudsen"", :given=>""Britta T.""}, {:family=>""Stage"", :given=>""Carsten""}]"	Online War Memorials: YouTube As a Democratic Space of Commemoration Exemplified Through Video Tributes to Fallen Danish Soldiers	article-journal	Memory Studies	2013	1579
Required	"[{:family=>""Musil"", :given=>""Robert""}]"	Monuments	chapter	Posthumous Papers of a Living Author. Translated from the German by Peter Wortsman. Archipelago	2006	1579
Required	"[{:family=>""Sturken"", :given=>""Marita""}]"	The Wall and the Screen Memory: The Vietnam Veterans Memorial	chapter	Chapter 2 in Tangled Memories: The Vietnam War	1997	1579
Required	"[{:family=>""Buyandelger"", :given=>""Manduhai""}]"	Introduction: The Return of the Suppressed	chapter	Tragic Spirits: Shamanism	2013	1579
Required	"[{:family=>""Buyandelger"", :given=>""Manduhai""}]"	Mobile Histories.” Chapter 1 in Tragic Spirits: Shamanism			2013	1579
Required	"[{:family=>""Buyandelger"", :given=>""Manduhai""}]"	Technologies of Forgetting	chapter	Chapter 2 in Tragic Spirits: Shamanism	2013	1579
Required		Technologies of Forgetting	chapter	Chapter 2 in Tragic Spirits: Shamanism	2013	1579
Required	"[{:family=>""Berdahl"", :given=>""Daphne""}]"	Foreword by Michael Herzfeld	chapter	On the Social Life of Postsocialism: Memory	2009	1579
Required	"[{:family=>""Lenin"", :given=>""Goodbye""}, {:family=>""GDR"", :given=>""Aufwiedersehen""}]"	On the Social Life of Socialism	chapter	Chapter 9 in On the Social Life of Postsocialism: Memory	2009	1579
Required	"[{:family=>""Eugenides"", :given=>""Jeffrey Middlesex""}]"	First Picador ed			2003	1592
Required	"[{:family=>""Prieur"", :given=>""Annick""}]"	Mema’s House			1998	1592
Required	"[{:family=>""Paxson"", :given=>""Heather""}]"	Making Modern Mothers: Ethics and Family Planning in Urban Greece			2004	1592
Required	"[{:family=>""Hubbard"", :given=>""Ruth""}]"	Rethinking Women’s Biology	chapter	The Politics of Women’s Biology	1990	1592
Required	"[{:family=>""Fausto-Sterling"", :given=>""Anne""}]"	The Five Sexes	chapter	The Sciences	March/April 1993	1592
Required	"[{:family=>""Thorne"", :given=>""Barrie""}]"	Children and Gender: Constructions of Difference	chapter	Theoretical Perspectives on Sexual Difference	1990	1592
Required	"[{:family=>""Le"", :given=>""Huynh-Nhu""}]"	Never Leave Your Little One Alone: Raising an Ifaluk child	chapter	A World of Babies: Imagined Childcare Guides for Seven Societies	2000	1592
Required	"[{:family=>""Diener"", :given=>""Marissa""}]"	Gift from the Gods: A Balinese Guide to Early Child Rearing	chapter	A World of Babies: Imagined Childcare Guides for Seven Societies	2000	1592
Required	"[{:family=>""Collier"", :given=>""Jane""}]"	From Mary to Modern Woman	article-journal	American Ethnologist	1986	1592
Required	"[{:family=>""Ehrenreich"", :given=>""Barbara""}, {:family=>""English"", :given=>""Deirdre""}]"	Introduction: The Romantic Solution	chapter	For Her Own Good: 150 Years of Experts’ Advice to Women	1978	1592
Required	"[{:family=>""Kapsalis"", :given=>""Teri""}]"	Mastering the Female Pelvis: Race and the Tools of Reproduction	chapter	Public Privates: Performing Gynaecology from Both Ends of the Speculum	1997	1592
Required	"[{:family=>""Rapp"", :given=>""Rayna""}]"	Family and Class in Contemporary America: Notes Toward an Understanding of Ideology	chapter	Rethinking the Family: Some Feminist Questions	1982	1592
Required	"[{:family=>""Glenn"", :given=>""Evelyn Nakano""}]"	From Servitude to Service Work: Historical Continuities in the Racial Division of Paid Reproductive Labor	chapter	Unequal Sisters: A Multicultural Reader in U.S. Women’s History	1999	1592
Required	"[{:family=>""Romero"", :given=>""Mary""}]"	Who Takes Care of the Maid’s Children? Exploring the Costs of Domestic Service	chapter	Feminism and Families	1996	1592
Required	"[{:family=>""Freeman"", :given=>""Carla""}]"	Designing Women: Corporate Discipline and Barbados’s Off-Shore Pink-Collar Sector	article-journal	Cultural Anthropology	1993	1592
Required	"[{:family=>""Weston"", :given=>""Kath""}]"	Production as Means	chapter	Uncertain Terms: Negotiating Gender in American Culture	1991	1592
Required	"[{:family=>""McDowell"", :given=>""Linda""}]"	Body Work 1: Men Behaving Badly” and “Body Work II: The Masqueraders	chapter	Capital Culture: Gender at Work in the City	1997	1592
Required	"[{:family=>""Williams"", :given=>""Rosalind""}]"	Men and Women in a Technological World	chapter	Retooling: A Historian Confronts Technological Change	2002	1592
Required	"[{:family=>""Kandiyoti"", :given=>""Deniz""}]"	Bargaining with Patriarchy	article-journal	Gender and Society	1988	1592
Required	"[{:family=>""Abu-Lughod"", :given=>""Lila""}]"	The Romance of Resistance	article-journal	American Ethnologist	1990	1592
Required	"[{:family=>""Counihan"", :given=>""Carole M.""}]"	Food Rules in the United States: Individualism	chapter	The Anthropology of Food and Body: Gender	1999	1592
Required	"[{:family=>""Gremillion"", :given=>""Helen""}]"	In Fitness and in Health: Crafting Bodies in the Treatment of Anorexia Nervosa	article-journal	Signs	2002	1592
Required	"[{:family=>""Katz"", :given=>""Jonathan Ned""}]"	The Invention of Heterosexuality	article-journal	Socialist Review	1990	1592
Required	"[{:family=>""Davis"", :given=>""Maxine""}]"	The Importance of Sexual Harmony	chapter	The Sexual Responsibility of Women	1956	1592
Required	"[{:family=>""Bérubé"", :given=>""Allan""}]"	Marching to a Different Drummer: Lesbian and Gay GIs in World War II	chapter	Powers of Desire: The Politics of Sexuality	1983	1592
Required	"[{:family=>""Rich"", :given=>""Adrienne""}]"	Compulsory Heterosexuality and the Lesbian Continuum	chapter	Women-Sex and Sexuality	1981	1592
Required	"[{:family=>""Stein"", :given=>""Arlene""}]"	Sex and Sensibility: Stories of a Lesbian Generation			1997	1592
Required	"[{:family=>""Lewin"", :given=>""Ellen""}]"	Wives	chapter	Pragmatic Women and Body Politics	1998	1592
Required	"[{:family=>""Herdt"", :given=>""Gilbert""}]"	Gender and Socialization	chapter	The Sambia: Ritual and Gender in New Guinea	1987	1592
Required	"[{:family=>""Heyes"", :given=>""Cressida J.""}]"	Feminist Solidarity after Queer Theory: The Case of Transgender	article-journal	Signs	2003	1592
Required	"[{:family=>""Chase"", :given=>""Cheryl""}]"	Hermaphrodites with Attitude	article-journal	GLQ: Journal of Lesbian and Gay Studies	1998	1592
Required	"[{:family=>""Beeman"", :given=>""William""}]"	Associate Professor of Anthropology	article-journal	Baltimore Morning Sun	1996-03-17	1592
Required	"[{:family=>""Swarr"", :given=>""Amanda Lock""}, {:family=>""Nagar"", :given=>""Richa""}]"	Dismantling Assumptions: Interrogating ‘Lesbian’ Struggles for Identity and Survival in India and South Africa	article-journal	Signs	2004	1592
Required	"[{:family=>""Wardlow"", :given=>""Holly""}]"	Anger	article-journal	Signs	2004	1592
Required	"[{:family=>""Leonardo"", :particle=>""de""}, {:given=>""Michaela""}]"	White Lies	chapter	The Gender/Sexuality Reader	1997	1592
Required	"[{:family=>""Heise"", :given=>""Lori L.""}]"	Violence	chapter	The Gender/Sexuality Reader	1997	1592
Required	"[{:family=>""Collier"", :given=>""Jane""}, {:family=>""Rosaldo"", :given=>""Michelle""}, {:family=>""Yanagisako"", :given=>""Sylvia""}]"	Is there a Family? New Anthropological Views	chapter	Rethinking the Family: Some Feminist Questions	1982	1592
Required	"[{:family=>""Scheper-Hughes"", :given=>""Nancy""}]"	Lifeboat Ethics	chapter	The Gender/Sexuality Reader	1997	1592
Required	"[{:family=>""Landsman"", :given=>""Gail""}]"	‘Real Motherhood’	chapter	Ideologies and Technologies of Motherhood: Race	2000	1592
Required	"[{:family=>""Gailey"", :given=>""Christine Ward""}]"	Ideologies of Motherhood and Kinship in U.S. Adoption	chapter	Ideologies and Technologies of Motherhood: Race	2000	1592
Required	"[{:family=>""Petchesky"", :given=>""Rosalind""}]"	Fetal Images: The power of visual culture in the politics of reproduction	article-journal	Feminist Studies	1987	1592
Required	"[{:family=>""Banerjee"", :given=>""Neela""}]"	Church Groups Turn to Sonogram to Turn Women From Abortions	article-journal	New York Times	2005-02-02	1592
Required	"[{:family=>""Layne"", :given=>""Linda L.""}]"	Baby Things as Fetishes? Memorial goods	chapter	Ideologies and Technologies of Motherhood: Race	2000	1592
Required	"[{:family=>""Kanaaneh"", :given=>""Rhoda""}]"	Conceiving Difference: Birthing the Palestinian Nation in the Galilee	article-journal	Critical Public Health	1997	1592
Required	"[{:family=>""Kanaaneh"", :given=>""Rhoda""}]"	Boys or Men? Duped or ‘Made’? Palestinian Soldiers in the Israeli Military	article-journal	American Ethnologist	2005	1592
Required	"[{:family=>""Paxson"", :given=>""Heather""}]"	Making Modern Mothers: Ethics and Family Planning in Urban Greece				1592
Required	"[{:family=>""Hamdy"", :given=>""Sherine""}, {:family=>""Nye"", :given=>""Coleman""}]"	Lissa: A Story about Medical Promise			2017	1586
Optional		Values of Happiness: Toward an Anthropology of Purpose in Life			2017	1586
Required	"[{:family=>""Hochschild"", :given=>""Arlie Russell""}]"	Strangers in Their Own Land: Anger and Mourning on the American Right	article-journal	The New Press	2018	1586
Required	"[{:family=>""Prieur"", :given=>""Annick""}]"	Mema’s House			1998	1586
Required	"[{:family=>""Anthes"", :given=>""Emily""}]"	The Glossary of Happiness	article-journal	New Yorker	2016-05-12	1586
Required	"[{:family=>""Basso"", :given=>""Keith H.""}]"	Wisdom Sits in Places	chapter	Chapter 4 in Wisdom Sits in Places: Landscape and Language Among the Western Apache	1996	1586
Required	"[{:family=>""Rudiack-Gould"", :given=>""Peter""}]"	Climate Change and Accusation: Global Warming and Local Blame in a Small Island State	article-journal	Current Anthropology	2014	1586
Required		Justice Kennedy’s Majority opinion on marriage equality (glance through the prologue				1586
Required	"[{:given=>""Obergefell""}, {:others=>true}]"	Director,Ohio Department of Health				1586
Required	"[{:family=>""Hirsch"", :given=>""Jennifer S.""}]"	From Respeto (Respect) to Confianza (Trust): Changing Marital Ideals.” Chapter 3 in A Courtship after Marriage: Sexuality and Love in Mexican Transnational Families			2003	1586
Required	"[{:family=>""Hirsch"", :given=>""Jennifer S.""}]"	‘Ya No Somos Como Nuestros Papas’ (We Are Not Like Our Parents): Companionate Marriage in a Mexican Migrant Community	chapter	Chapter 4 in A Courtship after Marriage: Sexuality and Love in Mexican Transnational Families	2003	1586
Required	"[{:family=>""Mattingly"", :given=>""Cheryl""}]"	Moral Selves and Moral Scenes: Narrative Experiments in Everyday Life	article-journal	Ethnos	2013	1586
Required	"[{:family=>""Kuan"", :given=>""Teresa""}]"	‘The Heart Says One Thing but the Hand Does Another’: A Story About Emotion-Work	article-journal	China Journal	2011	1586
Required	"[{:family=>""Chua"", :given=>""Amy""}]"	Why Chinese Mothers Are Superior	article-journal	Wall Street Journal	2011-01-08	1586
Required	"[{:family=>""Kolbert"", :given=>""Elizabeth""}]"	America’s Top Parent: What’s Behind the ‘Tiger Mother’ Craze?	article-journal	New Yorker	2011-01-31	1586
Required	"[{:family=>""Zhang"", :given=>""Carolyn""}, {:family=>""Zhong"", :given=>""Raymond""}]"	In China	article-journal	New York Times	2019-02-12	1586
Required	"[{:family=>""Freeman"", :given=>""Dena""}]"	Techniques of Happiness: Moving Toward and Away from the Good Life in a Rural Ethiopian Community	article-journal	Hau: Journal of Ethnographic Theory	2015	1586
Required	"[{:family=>""Myers"", :given=>""Fred""}]"	Burning the Truck and Holding the Country: Pintupi Forms of Property and Identity	article-journal	HAU: Journal of Ethnographic Theory	2016	1586
Required	"[{:family=>""Ho"", :given=>""Karen""}]"	Finance.” Chapter 23 in A Companion to Moral Anthropology			2015	1586
Required	"[{:family=>""Schüll"", :given=>""Natasha Dow""}]"	Gambled Away: Video Poker and Self-Suspension	article-journal	Anthropology Now	2012	1586
Required	"[{:family=>""Mason"", :given=>""Katherine A.""}]"	Quantitative Care: Caring for the Aggregate in US Academic Population Health Sciences	article-journal	American Ethnologist	2018	1586
Required	"[{:family=>""Walker"", :given=>""Harry""}]"	Joy within Tranquility: Amazonian Urarina Styles of Happiness	article-journal	Hau: Journal of Ethnographic Theory	2015	1586
Required	"[{:family=>""Graeber"", :given=>""David""}]"	On the Phenomenon of Bullshit Jobs: A Work Rant	article-journal	STRIKE! Magazine	2013-08	1586
Required	"[{:family=>""Hughes"", :given=>""David McDermott""}]"	A Jobless Utopia?	article-journal	Boston Review	2017-05-19	1586
Required	"[{:given=>""Sex""}]"	The Movie. Directed by Brenda Goodman	article-journal	Color	2014	1586
Required	"[{:family=>""Wardlow"", :given=>""Holly""}]"	Anger	article-journal	Signs	2004	1586
Required	"[{:family=>""Williams"", :given=>""Bianca C.""}]"	#MeToo: A Crescendo in the Discourse about Sexual Harassment	book		2017-10-24	1586
Required	"[{:family=>""Williams"", :given=>""Bianca C.""}]"	#MeToo: A Crescendo in the Discourse about Sexual Harassment	book		2017-10-28	1586
Required	"[{:family=>""Zacharek"", :given=>""Stephanie""}, {:family=>""Dockterman"", :given=>""Eliana""}, {:family=>""Edwards"", :given=>""Haley Sweetland""}]"	TIME Person of the Year 2017: The Silence Breakers	article-journal	TIME		1586
Required	"[{:family=>""Irving"", :given=>""Andrew""}]"	The Color of Pain	article-journal	Public Culture	2009	1586
Required	"[{:family=>""Kavedžija"", :given=>""Iza""}]"	The Good Life in Balance: Insights from Aging in Japan	article-journal	Hau: Journal of Ethnographic Theory	2015	1586
Required	"[{:family=>""Jones"", :given=>""Carla""}]"	Materializing Piety: Gendered Anxieties about Faithful Consumption in Contemporary Urban Indonesia	article-journal	American Ethnologist	2010	1586
Required	"[{:family=>""Newell"", :given=>""Sasha""}]"	Circuitously Parisian: Sapeur Parakinship and the Affective Circuitry of Congolese Style.” Chapter 11 in Affective Circuits: African Migrations to Europe and the Pursuit of Social Regeneration			2016	1586
Required	"[{:family=>""Schüll"", :given=>""Natasha Dow""}]"	Tracking	chapter	Experience: Culture	2016	1586
Required	"[{:family=>""Gershon"", :given=>""Ilana""}]"	Introduction: The Company You Keep	chapter	Down and Out in the New Economy: How People Find (or Don’t Find) Work Today	2017	1586
Required	"[{:family=>""Lazarre"", :given=>""Jane""}]"	The Richmond Museum of the Confederacy.” Chapter 1 in Beyond the Whiteness of Whiteness: Memoir of a White Mother of Black Sons			2016	1586
Required	"[{:family=>""Hartman"", :given=>""Saidiya""}]"	Prologue: The Path of Strangers.” In Lose Your Mother: A Journey Along the Atlantic Slave Route			2008	1586
