category	author	title	type	collection	year	course
Optional	"[{:family=>""Goyal"", :given=>""Sanjeev""}]"	Connections: An Introduction to the Economics of Networks			2009	1046
Optional	"[{:family=>""Mihai"", :given=>""Manea""}]"	Bargaining in Stationary Networks	article-journal	American Economic Review	2011	1046
Optional	"[{:family=>""Acemoglu"", :given=>""Daron""}, {:family=>""Carvalho"", :given=>""Vasco""}, {:others=>true}]"	The Network Origins of Aggregate Fluctuations	article-journal	Econometrica	2012	1046
Optional	"[{:family=>""Parker"", :given=>""Gregory""}, {:family=>""Alstyne"", :given=>""Marshall"", :particle=>""Van""}, {:family=>""Choudary"", :given=>""Sangeet""}]"	Platform Revolution: How Networked Markets are Transforming the Economy and How to Make Them Work for You			2016	1046
Optional	"[{:family=>""Evans"", :given=>""David""}, {:family=>""Schmalensee"", :given=>""Richard""}]"	The Matchmakers: The New Economics of Multisided Platforms Harvard	article-journal	Business Review Press	2016	1046
Optional	"[{:family=>""Golub"", :given=>""Ben""}, {:family=>""Sadler"", :given=>""Evan""}]"	Learning in Social Networks	chapter	The Oxford Handbook of the Economics of Networks	2016	1046
Optional	"[{:family=>""Acemoglu"", :given=>""Daron""}, {:family=>""Dahleh"", :given=>""Munther""}, {:others=>true}]"	Bayesian Learning in Social Networks	article-journal	Review of Economic Studies	2011	1046
Optional	"[{:family=>""Golub"", :given=>""Benjamin""}, {:family=>""Jackson"", :given=>""Matthew""}]"	Naïve Learning in Social Networks and the Wisdom of Crowds	article-journal	Microeconomics	2010	1046
Optional	"[{:family=>""Surowiecki"", :given=>""James""}]"	The Wisdom of Crowds: Why the Many Are Smarter Than the Few and How Collective Wisdom Sharpens Business	article-journal	Anchor	2005	1046
Optional	"[{:family=>""Jackson"", :given=>""Matthew""}]"	Social and Economic Networks			2010	1046
Optional	"[{:family=>""Barabasi"", :given=>""Albert-Laszlo""}]"	Network Science			2016	1046
Optional			chapter	The Oxford Handbook of the Economics of Networks	2016	1046
Optional	"[{:family=>""Osborne"", :given=>""Martin""}]"	Introduction to Game Theory			2003	1046
Optional	"[{:family=>""Gibbons"", :given=>""Robert""}]"	Game Theory for Applied Economists			1992	1046
Optional	"[{:family=>""Pentland"", :given=>""Alex""}]"	Social Physics: How Social Networks Can Make Us Smarter			2015	1046
Optional	"[{:family=>""Christakis"", :given=>""Nicholas""}, {:family=>""Fowler"", :given=>""James""}]"	Connected: The Surprising Power of Our Social Networks and How They Shape Our Lives			2011	1046
Optional	"[{:family=>""Watts"", :given=>""Duncan""}]"	Everything Is Obvious: How Common Sense Fails Us			2012	1046
Optional	"[{:family=>""Luenberger"", :given=>""David""}]"	Introduction to Dynamic Systems: Theory			1979	1046
Optional	"[{:family=>""Bertsekas"", :given=>""Dimitri""}, {:family=>""Tsitsiklis"", :given=>""John""}]"	Introduction to Probability	article-journal	Athena Scientic	2008	1046
Optional	"[{:family=>""Easley"", :given=>""David""}, {:family=>""Kleinberg"", :given=>""Jon""}]"	Networks			2010	1046
Required	"[{:family=>""Coase"", :given=>""Ronald""}]"	The Nature of the Firm	article-journal	Economica	1937	1052
Required	"[{:family=>""Williamson"", :given=>""Oliver""}]"	The Vertical Integration of Production: Market Failure Considerations	article-journal	American Economic Review	1971	1052
Required	"[{:family=>""Alchian"", :given=>""Armen""}, {:family=>""Demsetz"", :given=>""Harold""}]"	Production	article-journal	American Economic Review	1972	1052
Required	"[{:family=>""Klein"", :given=>""Benjamin""}, {:family=>""Crawford"", :given=>""Robert""}, {:family=>""Alchian"", :given=>""Armen""}]"	Vertical Integration	article-journal	Journal of Law and Economics	1978	1052
Required	"[{:family=>""Monteverde"", :given=>""Kirk""}, {:family=>""Teece"", :given=>""David""}]"	Supplier Switching Costs and Vertical Integration in the Automobile Industry	article-journal	Bell Journal of Economics	1982	1052
Required	"[{:family=>""Masten"", :given=>""Scott""}]"	The Organization of Production: Evidence from the Aerospace Industry	article-journal	Journal of Law and Economics	1984	1052
Required	"[{:family=>""Joskow"", :given=>""Paul""}]"	Vertical Integration and Long-Term Contracts: The Case of Coal-Burning Electric Generation Plants	article-journal	Journal of Law Economics and Organizations	1985	1052
Required	"[{:family=>""Grossman"", :given=>""Sanford""}, {:family=>""Hart"", :given=>""Oliver""}]"	The Costs and Benefits of Ownership: A Theory of Vertical and Lateral Integration	article-journal	Journal of Political Economy	1986	1052
Required	"[{:family=>""Holmstrom"", :given=>""Bengt""}]"	The Firm as a Subeconomy	article-journal	Journal of Law Economics and Organizations	1999	1052
Required	"[{:family=>""Simon"", :given=>""Herbert""}]"	A Formal Theory Model of the Employment Relationship	article-journal	Econometrica	1951	1052
Required	"[{:family=>""Woodruff"", :given=>""Christopher""}]"	Non-contractible Investment and Vertical Integration in the Mexican Footwear Industry	article-journal	International Journal of Industrial Organization	2002	1052
Required	"[{:family=>""Baker"", :given=>""George""}, {:family=>""Hubbard"", :given=>""Thomas""}]"	Contractibility and Asset Ownership: On-Board Computers and Governance in US Trucking	article-journal	Quarterly Journal of Economics	2004	1052
Required	"[{:family=>""Bajari"", :given=>""Patrick""}, {:family=>""Tadelis"", :given=>""Steven""}]"	Incentives Versus Transaction Costs: A Theory of Procurement Contracts	article-journal	RAND Journal of Economics	2001	1052
Required	"[{:family=>""Baker"", :given=>""George P.""}, {:family=>""Gibbons"", :given=>""Robert""}, {:family=>""Murphy"", :given=>""Kevin J.""}]"	Relational Contracts and the Theory of the Firm	article-journal	Quarterly Journal of Economics	2002	1052
Required	"[{:family=>""Lerner"", :given=>""Josh""}, {:family=>""Merges"", :given=>""Robert""}]"	The Control of Technology Alliances: An Empirical Analysis of the Biotechnology Industry	article-journal	Journal of Industrial Economics	1998	1052
Required	"[{:family=>""Arruñada"", :given=>""Benito""}, {:family=>""Garicano"", :given=>""Luis""}, {:family=>""Vázquez"", :given=>""Luis""}]"	Contractual Allocation of Decision Rights and Incentives: The Case of Automobile Distribution	article-journal	Journal of Law	2001	1052
Required	"[{:family=>""Corts"", :given=>""Kenneth""}, {:family=>""Singh"", :given=>""Jasjit""}]"	The Effect of Repeated Interaction on Contract Choice: Evidence from Offshore Drilling	article-journal	Journal of Law	2004	1052
Required	"[{:family=>""Weber"", :given=>""Katherine Seger""}, {:family=>""Hill"", :given=>""Linda""}]"	Rudi Gassner and the Executive Committee of BMG International (A	book		1995	1052
Required	"[{:family=>""Hunt"", :given=>""Brian""}, {:family=>""Lerner"", :given=>""Josh""}]"	Xerox Technology Ventures: March 1995	book		1998	1052
Required	"[{:family=>""Freeze"", :given=>""Karen""}, {:family=>""Pisano"", :given=>""Gary""}]"	Crown Equipment Corporation: Design Services Strategy	book		1991	1052
Required	"[{:family=>""Dyer"", :given=>""Jeffrey""}]"	How Chrysler Created an American Keiretsu	article-journal	Harvard Business Review (July-August		1052
Required	"[{:family=>""Courty"", :given=>""Pascal""}, {:family=>""Marschke"", :given=>""Gerald""}]"	An Empirical Investigation of Gaming Responses to Explicit Performance Incentives	article-journal	Journal of Labor Economics	2004	1052
Required	"[{:family=>""Oyer"", :given=>""Paul""}]"	Fiscal Year Ends and Nonlinear Incentive Contracts: The Effect on Business Seasonality	article-journal	Quarterly Journal of Economics	1998	1052
Required	"[{:family=>""Baker"", :given=>""George""}, {:family=>""Gibbons"", :given=>""Robert""}, {:family=>""Murphy"", :given=>""Kevin J.""}]"	Subjective Performance Measures in Optimal Incentive Contracts	article-journal	Quarterly Journal of Economics	1994	1052
Required	"[{:family=>""Burtis"", :given=>""Andrew""}, {:family=>""Gabarro"", :given=>""John""}]"	Brainard	book		1996	1052
Required	"[{:family=>""Stewart"", :given=>""James""}]"	Taking the Dare	article-journal	The New Yorker	1993-07-26	1052
Required	"[{:family=>""Roy"", :given=>""Donald""}]"	Quota Restriction and Goldbricking in a Machine Shop	article-journal	American Journal of Sociology	1952	1052
Required	"[{:family=>""Waldman"", :given=>""Michael""}]"	Job Assignment	article-journal	RAND Journal of Economics	1984	1052
Required	"[{:family=>""Prendergast"", :given=>""Canice""}]"	The Role of Promotion in Inducing Specific Human Capital Acquisition	article-journal	Quarterly Journal of Economics	1993	1052
Required	"[{:family=>""Podolny"", :given=>""Joel""}, {:family=>""Baron"", :given=>""James""}]"	Resources and Relationships: Social Networks and Mobility in the Workplace	article-journal	American Sociological Review	1997	1052
Required	"[{:family=>""Wiggenhorn"", :given=>""William""}]"	Motorola U: When Training Becomes an Education	article-journal	Harvard Business Review (July-August		1052
Required	"[{:family=>""Baker"", :given=>""George""}, {:family=>""Gibbs"", :given=>""Michael""}, {:family=>""Holmstrom"", :given=>""Bengt""}]"	The Internal Economics of the Firm: Evidence from Personnel Data	article-journal	Quarterly Journal of Economics	1994	1052
Required	"[{:family=>""Baker"", :given=>""George""}, {:family=>""Gibbs"", :given=>""Michael""}, {:family=>""Holmstrom"", :given=>""Bengt""}]"	The Wage Policy of a Firm	article-journal	Quarterly Journal of Economics	1994	1052
Required	"[{:family=>""Gibbons"", :given=>""Robert""}, {:family=>""Waldman"", :given=>""Michael""}]"	A Theory of Wage and Promotion Dynamics Inside a Firm	article-journal	Quarterly Journal of Economics	1999	1052
Required	"[{:family=>""Sonnenfeld"", :given=>""Jeffrey""}, {:family=>""Lazo"", :given=>""Meredith""}]"	United Parcel Service (A) and (B	book		1992	1052
Required	"[{:family=>""Ichniowski"", :given=>""Casey""}, {:family=>""Shaw"", :given=>""Kathryn""}, {:family=>""Prennushi"", :given=>""Giovanna""}]"	The Effects of Human Resource Management Practices on Productivity: A Study of Steel Finishing Lines	article-journal	American Economic Review	1997	1052
Required	"[{:family=>""Baron"", :given=>""James""}, {:family=>""Hannan"", :given=>""Michael""}]"	Organizational Blueprints for Success in High-Tech Start-Ups: Lessons from the Stanford Project on Emerging Companies	article-journal	California Management Review	2002	1052
Required	"[{:family=>""Fast"", :given=>""Norman""}, {:family=>""Berg"", :given=>""Norman""}]"	The Lincoln Electric Company	book		1975	1052
Required	"[{:family=>""Brown"", :given=>""Claire""}, {:family=>""Reich"", :given=>""Michael""}]"	When Does Union-Management Cooperation Work? A Look at NUMMI and GM-Van Nuys	article-journal	California Management Review	1989	1052
Required	"[{:family=>""Gibbons"", :given=>""Robert""}]"	Team Theory	article-journal	Industrial and Corporate Change	2003	1052
Required	"[{:family=>""Sah"", :given=>""Raj""}, {:family=>""Stiglitz"", :given=>""Joseph""}]"	The Architecture of Economic Systems: Hierarchies and Polyarchies	article-journal	American Economic Review	1986	1052
Required	"[{:family=>""Feldman"", :given=>""Martha""}, {:family=>""March"", :given=>""James""}]"	Information in Organizations as Signal and Symbol	article-journal	Administrative Science Quarterly	1981	1052
Required	"[{:family=>""Aghion"", :given=>""Philippe""}, {:family=>""Tirole"", :given=>""Jean""}]"	Formal and Real Authority in Organizations	article-journal	Journal of Political Economy	1997	1052
Required	"[{:family=>""Baker"", :given=>""George""}, {:family=>""Gibbons"", :given=>""Robert""}, {:family=>""Murphy"", :given=>""Kevin J.""}]"	Informal Authority in Organizations	article-journal	Journal of Law	1999	1052
Required	"[{:family=>""Aguilar"", :given=>""Francis""}, {:family=>""Bhambri"", :given=>""Arvind""}]"	Johnson	book		1983	1052
Required	"[{:family=>""Foss"", :given=>""Nicolai""}]"	Selective Intervention and Internal Hybrids: Interpreting and Learning from the Rise and Decline of the Oticon Spaghetti Organization	article-journal	Organization Science	2003	1052
Required	"[{:family=>""Rajan"", :given=>""Raghuram""}, {:family=>""Zingales"", :given=>""Luigi""}]"	The Tyranny of Inequality	article-journal	Journal of Public Economics	2000	1052
Required	"[{:family=>""Milgrom"", :given=>""Paul""}, {:family=>""Roberts"", :given=>""John""}]"	An Economic Approach to Influence Activities in Organizations	article-journal	American Journal of Sociology	1988	1052
Required	"[{:family=>""Kreps"", :given=>""David""}]"	Corporate Culture and Economic Theory	chapter	Perspectives on Positive Political Economy	1990	1052
Required	"[{:family=>""Colin"", :given=>""Camerer""}, {:family=>""Weber"", :given=>""Roberto""}]"	Growing Organizational Culture in the Laboratory	chapter	Chapter 96 in Handbook of Experimental Economics Results	2008	1052
Required	"[{:family=>""Weber"", :given=>""Roberto""}]"	Managing Growth to Achieve Efficient Coordination in Large Groups	article-journal	American Economic Review	2006	1052
Required	"[{:family=>""Kaftan"", :given=>""Colleen""}, {:family=>""Barnes"", :given=>""Louis""}]"	Sun Hydraulics Corporation (A and B) and (C	book		1991	1052
Required	"[{:family=>""Ichino"", :given=>""Andrea""}, {:family=>""Maggi"", :given=>""Giovanni""}]"	Work Environment and Individual Background: Explaining Regional Shirking Differentials in a Large Italian Firm	article-journal	Quarterly Journal of Economics	2000	1052
Required	"[{:family=>""Bandiera"", :given=>""Oriana""}, {:family=>""Barankay"", :given=>""Iwan""}, {:family=>""Rasul"", :given=>""Imran""}]"	Social Preferences and the Response to Incentives: Evidence from Personnel Data	article-journal	Quarterly Journal of Economics	2005	1052
Required	"[{:family=>""Miller"", :given=>""Gary""}]"	Horizontal Cooperation.” Chapter 9 in Managerial Dilemmas: The Political Economy of Hierarchy			1993	1052
Required	"[{:family=>""Hermalin"", :given=>""Benjamin""}]"	Toward an Economic Theory of Leadership: Leading By Example	article-journal	American Economic Review	1998	1052
Required	"[{:family=>""Weber"", :given=>""R.""}, {:family=>""Rottenstreich"", :given=>""Y.""}, {:family=>""Camerer"", :given=>""C.""}, {:family=>""Knez"", :given=>""M.""}]"	The Illusion of Leadership: Misattribution of Cause in Coordination Games	article-journal	Organizational Science	2001	1052
Required	"[{:family=>""Caillaud"", :given=>""Bernard""}, {:family=>""Tirole"", :given=>""Jean""}]"	Consensus Building: How to Persuade a Group	article-journal	American Economic Review	2007	1052
Required	"[{:family=>""Rogers"", :given=>""Gregory""}, {:family=>""Beer"", :given=>""Michael""}]"	Human Resources at Hewlett-Packard (A) and (B	book		1995	1052
Required	"[{:family=>""Garicano"", :given=>""Luis""}]"	Hierarchies and the Organization of Knowledge in Production	article-journal	Journal of Political Economy	2000	1052
Required	"[{:family=>""Hart"", :given=>""Oliver""}, {:family=>""Moore"", :given=>""John""}]"	On the Design of Hierarchies: Coordination Versus Specialization	article-journal	Journal of Political Economy	2005	1052
Required	"[{:family=>""Freeland"", :given=>""Robert""}]"	The Myth of the M-Form? Governance	article-journal	American Journal of Sociology	1996	1052
Required	"[{:family=>""Holland"", :given=>""Philip""}, {:family=>""Eccles"", :given=>""Robert""}]"	Jacobs Suchard: Reorganizing for 1992	book		1989	1052
Required	"[{:family=>""Bartlett"", :given=>""Christopher""}]"	ABB’s Relays Business: Building and Managing a Global Matrix	book		1993	1052
Required	"[{:family=>""Steen"", :particle=>""Van den""}, {:given=>""Eric""}]"	Interpersonal Authority in a Theory of the Firm	manuscript		2007	1052
Required	"[{:family=>""Baker"", :given=>""George""}]"	Beatrice: A Study in the Creation and Destruction of Value	article-journal	Journal of Finance	1992	1052
Required	"[{:family=>""Villalonga"", :given=>""Belén""}]"	Diversification Discount or Premium? New Evidence from Business Information Tracking Series Establishment-Level Data	article-journal	Journal of Finance	2004	1052
Required	"[{:family=>""Ménard"", :given=>""Claude""}]"	On Clusters	article-journal	Journal of Institutional and Theoretical Economics	1996	1052
Required	"[{:family=>""Robinson"", :given=>""David""}, {:family=>""Stuart"", :given=>""Toby""}]"	Network Effects in the Governance of Strategic Alliances	article-journal	Journal of Law	2007	1052
Required	"[{:family=>""Baker"", :given=>""George""}, {:family=>""Gibbons"", :given=>""Robert""}, {:family=>""Murphy"", :given=>""Kevin J.""}]"	Strategic Alliances: Bridges Between ‘Islands of Conscious Power.’	article-journal	Journal of the Japanese and International Economies	2008-06	1052
Required	"[{:family=>""McQuade"", :given=>""Krista""}, {:family=>""Gomes-Casseres"", :given=>""Benjamin""}]"	Xerox and Fuji Xerox	book		1992	1052
Required	"[{:family=>""Baker"", :given=>""George P.""}, {:family=>""Wruck"", :given=>""Karen""}]"	Organizational Changes and Value Creation in Leveraged Buyouts: The Case of O.M	article-journal	Scott & Sons Company.” Journal of Financial Economics	1989	1052
Required	"[{:family=>""Kaplan"", :given=>""Steven N.""}]"	The Effects of Management Buyouts on Operating Performance and Value	article-journal	Journal of Financial Economics	1989	1052
Required	"[{:family=>""Alonso"", :given=>""Ricardo""}, {:family=>""Dessein"", :given=>""Wouter""}, {:family=>""Matouschek"", :given=>""Niko""}]"	When Does Coordination Require Centralization?	article-journal	American Economic Review	2008	1052
Required	"[{:family=>""Rantakari"", :given=>""Heikki""}]"	Governing Adaptation	article-journal	Review of Economic Studies	2008	1052
Optional	"[{:family=>""Gibbons"", :given=>""Robert""}]"	Incentives Between Firms (and Within	article-journal	Management Science	2005	1052
Optional	"[{:family=>""Gibbons"", :given=>""Robert""}]"	Four Formal(izable) Theories of the Firm?	article-journal	Journal of Economic Behavior and Organization	2005	1052
Optional	"[{:family=>""Chandler"", :given=>""Alfred""}]"	Strategy and Structure			1969	1052
Optional	"[{:family=>""Miles"", :given=>""Raymond""}, {:family=>""Snow"", :given=>""Charles""}]"	Causes of Failure in Network Organizations	article-journal	California Management Review	1992	1052
Optional	"[{:family=>""Bartlett"", :given=>""Christopher""}, {:family=>""Ghoshal"", :given=>""Sumantra""}]"	Beyond the M-Form: Toward a Managerial Theory of the Firm	article-journal	Strategic Management Journal	1993	1052
Optional	"[{:family=>""Prendergast"", :given=>""Canice""}]"	The Tenuous Trade-Off Between Risk and Incentives	article-journal	Journal of Political Economy	2002	1052
Optional	"[{:family=>""Zábojnik"", :given=>""Ján""}]"	Centralized and Decentralized Decision Making in Organizations	article-journal	Journal of Labor Economics	2002	1052
Optional	"[{:family=>""Rantakari"", :given=>""Heikki""}]"	Uncertainty	manuscript		2008	1052
Optional	"[{:family=>""Athey"", :given=>""Susan""}, {:family=>""Roberts"", :given=>""John""}]"	Organizational Design: Decision Rights and Incentive Contracts	article-journal	American Economic Review	2001	1052
Optional	"[{:family=>""Dessein"", :given=>""Wouter""}, {:family=>""Garicano"", :given=>""Luis""}, {:family=>""Gertner"", :given=>""Robert""}]"	Organizing for Synergies: Allocating Control to Manage the Coordination-Incentives Tradeoff	manuscript		2008	1052
Optional	"[{:family=>""Friebel"", :given=>""Guido""}, {:family=>""Raith"", :given=>""Michael""}]"	Resource Allocation and Firm Scope	manuscript		2008	1052
Optional	"[{:family=>""Dessein"", :given=>""Wouter""}]"	Authority and Communication in Organizations	article-journal	Review of Economic Studies	2002	1052
Optional	"[{:family=>""Ménard"", :given=>""Claude""}]"	Hybrid Modes of Organization: Alliances	chapter	The Handbook of Organizational Economics		1052
Optional	"[{:family=>""Jensen"", :given=>""Michael""}, {:family=>""Ruback"", :given=>""Richard""}]"	The Market for Corporate Control: The Scientific Evidence	article-journal	Journal of Financial Economics	1983	1052
Optional	"[{:family=>""Holmstrom"", :given=>""Bengt""}, {:family=>""Kaplan"", :given=>""Steven""}]"	The State of U.S. Corporate Governance: What’s Right and What’s Wrong?	article-journal	Journal of Applied Corporate Finance	2003	1052
Optional	"[{:family=>""Mullainathan"", :given=>""Sendhil""}, {:family=>""Scharfstein"", :given=>""David""}]"	Do Firm Boundaries Matter?	article-journal	American Economic Review Papers and Proceedings	2001	1052
Optional	"[{:family=>""Gertner"", :given=>""Robert""}, {:family=>""Scharfstein"", :given=>""David""}, {:family=>""Stein"", :given=>""Jeremy""}]"	Internal Versus External Capital Markets	article-journal	Quarterly Journal of Economics	1994	1052
Optional	"[{:family=>""Holmstrom"", :given=>""Bengt""}, {:family=>""Tirole"", :given=>""Jean""}]"	Transfer Pricing and Organizational Form	article-journal	Journal of Law	1991	1052
Optional	"[{:family=>""Richardson"", :given=>""George""}]"	The Organisation of Industry	article-journal	Economic Journal	1972	1052
Optional	"[{:family=>""Blois"", :given=>""K.""}]"	Vertical Quasi-Integration	article-journal	Journal of Industrial Economics	1972	1052
Optional	"[{:family=>""Eccles"", :given=>""Robert""}]"	The Quasifirm in the Construction Industry	article-journal	Journal of Economic Behavior and Organization	1981	1052
Optional	"[{:family=>""Powell"", :given=>""Walter""}]"	Neither Market Nor Hierarchy: Network Forms of Organization	article-journal	Research in Organizational Behavior	1990	1052
Optional	"[{:family=>""Schoar"", :given=>""Antoinette""}]"	Effects of Corporate Diversification on Productivity	article-journal	Journal of Finance	2002	1052
Optional	"[{:family=>""Marino"", :given=>""Anthony""}, {:family=>""Matsusaka"", :given=>""John""}, {:family=>""Zábojnik"", :given=>""Ján""}]"	Disobedience and Authority	manuscript		2008	1052
Optional	"[{:family=>""Garicano"", :given=>""Luis""}, {:family=>""Zandt"", :given=>""Timothy"", :particle=>""Van""}]"	Hierarchies and the Division of Labor	chapter	The Handbook of Organizational Economics		1052
Optional	"[{:family=>""Radner"", :given=>""Roy""}]"	Hierarchy: The Economics of Managing	article-journal	Journal of Economic Literature	1992	1052
Optional	"[{:family=>""Radner"", :given=>""Roy""}]"	The Organization of Decentralized Information Processing	article-journal	Econometrica	1993	1052
Optional	"[{:family=>""Zandt"", :particle=>""Van""}, {:given=>""Timothy""}]"	Real-Time Hierarchical Resource Allocation	manuscript		2003	1052
Optional	"[{:family=>""Calvo"", :given=>""Guillermo""}, {:family=>""Wellisz"", :given=>""Stanislaw""}]"	Supervision	article-journal	Journal of Political Economy	1978	1052
Optional	"[{:family=>""Calvo"", :given=>""Guillermo""}, {:family=>""Wellisz"", :given=>""Stanislaw""}]"	Hierarchy	article-journal	Journal of Political Economy	1979	1052
Optional	"[{:family=>""Brocas"", :given=>""Isabelle""}, {:family=>""Carrillo"", :given=>""Juan""}]"	Influence Through Ignorance	article-journal	RAND Journal of Economics	2007	1052
Optional	"[{:family=>""Rotemberg"", :given=>""Julio""}, {:family=>""Saloner"", :given=>""Garth""}]"	Leadership Style and Incentives	article-journal	Management Science	1993	1052
Optional	"[{:family=>""Steen"", :particle=>""Van den""}, {:given=>""Eric""}]"	Organizational Beliefs and Managerial Vision	article-journal	Journal of Law	2005	1052
Optional	"[{:family=>""Hermalin"", :given=>""Benjamin""}]"	Leadership and Corporate Culture	chapter	The Handbook of Organizational Economics		1052
Optional	"[{:family=>""Zald"", :given=>""Mayer""}, {:family=>""Berger"", :given=>""Michael""}]"	Social Movements in Organizations: Coup d’Etat	article-journal	American Journal of Sociology	1978	1052
Optional	"[{:family=>""Charness"", :given=>""Gary""}, {:family=>""Rigotti"", :given=>""Luca""}, {:family=>""Rustichini"", :given=>""Aldo""}]"	Individual Behavior and Group Membership	article-journal	American Economic Review	2007	1052
Optional	"[{:family=>""Falk"", :given=>""Armin""}, {:family=>""Ichino"", :given=>""Andrea""}]"	Clean Evidence on Peer Effects	article-journal	Journal of Labor Economics	2005	1052
Optional	"[{:family=>""Mas"", :given=>""Alex""}, {:family=>""Moretti"", :given=>""Enrico""}]"	Peers at Work	article-journal	American Economic Review	2009-03	1052
Optional	"[{:family=>""Jones"", :given=>""Stephen""}]"	Worker Interdependence and Output: The Hawthorne Studies Reevaluated	article-journal	American Sociological Review	1990	1052
Optional	"[{:family=>""Crémer"", :given=>""Jacques""}, {:family=>""Garicano"", :given=>""Luis""}, {:family=>""Prat"", :given=>""Andrea""}]"	Language and the Theory of the Firm	article-journal	Quarterly Journal of Economics	2007	1052
Optional	"[{:family=>""Steen"", :particle=>""Van den""}, {:given=>""Eric""}]"	On the Origin of Shared Beliefs (and Corporate Culture	manuscript		2005	1052
Optional	"[{:family=>""O’Reilly"", :given=>""Charles""}, {:family=>""Chatman"", :given=>""Jennifer""}]"	Culture as Social Control: Corporations	article-journal	Research in Organizational Behavior: An Annual Series of Analytical Essays and Critical Reviews	1999	1052
Optional	"[{:family=>""Camerer"", :given=>""Colin""}, {:family=>""Weber"", :given=>""Roberto""}]"	Experimental Organizational Economics	chapter	The Handbook of Organizational Economics		1052
Optional	"[{:family=>""Rotemberg"", :given=>""Julio""}, {:family=>""Saloner"", :given=>""Garth""}]"	Overt Interfunctional Conflict (and its Reduction through Business Strategy	article-journal	RAND Journal of Economics	1995	1052
Optional	"[{:family=>""Prendergast"", :given=>""Canice""}]"	A Theory of ‘Yes Men.’	article-journal	American Economic Review	1993	1052
Optional	"[{:family=>""Kramer"", :given=>""Roderick""}]"	Organizational Paranoia: Origins and Dynamics	article-journal	Research in Organizational Behavior	2001	1052
Optional	"[{:family=>""March"", :given=>""James""}]"	The Business Firm as a Political Coalition	article-journal	Journal of Politics	1962	1052
Optional	"[{:family=>""Skaperdas"", :given=>""Stergios""}]"	Cooperation	article-journal	American Economic Review	1992	1052
Optional	"[{:family=>""Rotemberg"", :given=>""Julio""}]"	Power in Profit-Maximizing Organizations	article-journal	Journal of Economics and Management Strategy	1993	1052
Optional	"[{:family=>""Rajan"", :given=>""Raghuram""}, {:family=>""Zingales"", :given=>""Luigi""}]"	Power in a Theory of the Firm	article-journal	Quarterly Journal of Economics	1998	1052
Optional	"[{:family=>""Pfeffer"", :given=>""Jeffrey""}]"	Sources of Power in Organizations	chapter	Chapter 4 in Power in Organizations	1981	1052
Optional	"[{:family=>""March"", :given=>""James""}, {:family=>""Simon"", :given=>""Herbert""}]"	Organizations			1958	1052
Optional	"[{:family=>""Cyert"", :given=>""Richard""}, {:family=>""March"", :given=>""James""}]"	A Behavioral Theory of the Firm			1992	1052
Optional	"[{:family=>""Cohen"", :given=>""Michael""}, {:family=>""March"", :given=>""James""}, {:family=>""Olsen"", :given=>""Johan""}]"	A Garbage Can Model of Organizational Choice	article-journal	Administrative Science Quarterly	1972	1052
Optional	"[{:family=>""Csaszar"", :given=>""Felipe""}]"	An Efficient Frontier in Organization Design	manuscript		2008	1052
Optional	"[{:family=>""Csaszar"", :given=>""Felipe""}]"	Organizational Structure as a Determinant of Performance: Evidence from Mutual Funds	manuscript		2008	1052
Optional	"[{:family=>""Marschak"", :given=>""Jacob""}, {:family=>""Radner"", :given=>""Roy""}]"	Economic Theory of Teams			1972	1052
Optional	"[{:family=>""Milgrom"", :given=>""Paul""}, {:family=>""Roberts"", :given=>""John""}]"	The Economics of Modern Manufacturing: Technology	article-journal	American Economic Review	1990	1052
Optional	"[{:family=>""Ichniowski"", :given=>""Casey""}, {:family=>""Shaw"", :given=>""Kathryn""}]"	Insider Econometrics: A Roadmap to Estimating Empirical Models of Organizational Performance	chapter	The Handbook of Organizational Economics		1052
Optional	"[{:family=>""Brynjolfsson"", :given=>""Erik""}, {:family=>""Milgrom"", :given=>""Paul""}]"	Complementarity in Organizations	chapter	The Handbook of Organizational Economics		1052
Optional	"[{:family=>""Waldman"", :given=>""Michael""}]"	Theory and Evidence in Internal Labor Markets	chapter	The Handbook of Organizational Economics		1052
Optional	"[{:family=>""Lluis"", :given=>""Stéphanie""}]"	The Role of Comparative Advantage and Learning in Wage Dynamics and Intrafirm Mobility: Evidence from Germany	article-journal	Journal of Labor Economics	2005	1052
Optional	"[{:family=>""Treble"", :given=>""John""}, {:family=>""Gameren"", :given=>""Edwin"", :particle=>""van""}, {:family=>""Bridges"", :given=>""Sarah""}, {:family=>""Barmby"", :given=>""Tim""}]"	The Internal Economics of the Firm: Further Evidence from Personnel Data	article-journal	Labour Economics	2001	1052
Optional	"[{:family=>""Fernandez"", :given=>""Roberto""}, {:family=>""Weinberg"", :given=>""Nancy""}]"	Sifting and Sorting: Personal Contacts and Hiring in a Retail Bank	article-journal	American Sociological Review	1997	1052
Optional	"[{:family=>""Fernandez"", :given=>""Roberto""}, {:family=>""Castilla"", :given=>""Emilio""}, {:family=>""Moore"", :given=>""Paul""}]"	Social Capital at Work: Networks and Employment at a Phone Center	article-journal	American Journal of Sociology	1999	1052
Optional	"[{:family=>""Acemoglu"", :given=>""Daron""}, {:family=>""Pischke"", :given=>""J.Stephen""}]"	Why Do Firms Train? Theory and Evidence	article-journal	Quarterly Journal of Economics	1998	1052
