category	reading	course
Required	Newman, J. N. Marine Hydrodynamics. Cambridge, MA: MIT Press, 1977. ISBN: 9780262140263.	114
Required	Masayuki Yano, James Douglass Penn, George Konidaris, and Anthony T. Patera. Math, Numerics, and Programming (for Mechanical Engineers). V1.2, September 2012.	100
Required	Masayuki Yano, et al. Math, Numerics, and Programming (for Mechanical Engineers). V2.1, August 2013.	101
Optional	Faltinsen, O. M. Sea Loads on Ships and Offshore Structures. Cambridge, UK: Cambridge University Press, 1993. ISBN: 9780521458702.	115
Optional	Etter, D. M. Introduction to MATLAB® for Engineers and Scientists. Upper Saddle River, NJ: Prentice-Hall, 1995. ISBN: 9780135197035.	115
Optional	“Coefficients in Equations of Motion” (Table 13) in Principles of Naval Architecture. Vol. 3. Edited by E. V. Lewis. Jersey City, NJ: Society of Naval Architects and Marine Engineers, 1990. ISBN: 9780939773022.	115
Required	Heywood, J. B. Internal Combustion Engine Fundamentals. New York, NY: McGraw-Hill, 1988. ISBN: 9780070286375.	129
Required	Barnhart, C., and K. Talluri. “Airline Operations Research.“In Design and Operation of Civil and Environmental Engineering Systems. 1997, pp. 435-469.	28
Required	"Desrochers, M., and F. Soumis. “A Generalised Permanent Labelling Algorithm for the Shortest Path Problem with Time Windows.""INFOR 26, 3 (1988): 191-212."	28
Required	"Barnhart, C., C. L. Hane, E. L. Johnson, and G. Sigismondi. “A Column Generation and Partitioning Approach for Multi-Commodity Flow Problems.""Telecommunication Systems 3 (1995): 239-258."	28
Required	"Barnhart, C., C. L. Hane, and P. H. Vance (to appear). “Using Branch-and-Price-and-Cut to Solve Origin-Destination Integer Multicommodity Problems.""Operations Research 48, 2 (March-April 2000): 318-326."	28
Required	"Barnhart, C., E. L. Johnson, G. L. Nemhauser, M. W. P. Savelsbergh, and P. H. Vance. “Branch-and-Price: Column Generation for Solving Huge Integer Programs.""Operations Research 46, 3 (1998): 316-329."	28
Required	Lohatepanont, M. “Passenger Mix Problem—portion of Ph.D. dissertation of Lohatepanont.“Center for Transportation Studies, Massachusetts Institute of Technology, Cambridge, MA, 2001.	28
Required	Hane, C. A., C. Barnhart, E. L. Johnson, R. E. Marsten, G. L. Nemhauser, and G. Sigismondi. “The Fleet Assignment Problem: Solving a Large-Scale Integer Program.” Mathematical Programming 70, 2 (1995): 211-232.	28
Required	Barnhart, C., T. Kniker, and M. Lohatepanont. “Itinerary-Based Airline Fleet Assignment.“2000. Transportation Science 36, 2 (May 2002): 199-217.	28
Required	Barnhart, C., A. Farahat, and M. Lohatepanont. “Airline Fleet Assignment: An Alternative Model and Solution Approach Based on Composite Variables.“2001. Submitted to Operations Research (May 2001).	28
Required	"Rexing, B., C. Barnhart, T. Kniker, A. Jarrah, and N. Krishnamurthy. “Airline Fleet Assignment with Time Windows.""Transportation Science 34, 1 (2000): 1-20."	28
Required	Anbil, R., C. Barnhart, L. Hatay, E. L. Johnson, and V. S. Ramakrishnan. “Crew Pairing Optimization at American Airlines Decision Technologies.“In Optimization in Industry: Mathematical Programming and Modeling Techniques in Practice. Edited by T. Ciriano, and R. Leachman. England: John Wiley and Son, 1993, pp. 31-36.	28
Required	"Barnhart, C., N. L. Boland, L. W. Clarke, E. L. Johnson, G. L. Nemhauser, and R. G. Shenoi. “Flight String Models for Aircraft Fleeting and Routing.""Transportation Science 32, 3 (1998): 208-220. (Focused Issue on Airline Optimization)."	28
Required	Barnhart, C., E. L. Johnson, G. L Nemhauser, and P. H. Vance. “Crew Scheduling.“In Handbook of Transportation Science. Edited by Randolph W. Hall. Norwell, MA: Kluwer Academic Publisher, 1999, pp. 493-521.	28
Required	Barnhart, C., E. L. Johnson, R. Anbil, and L. Hatay. “A Column Generation Technique for the Long-Haul Crew Assignment Problem.“In Optimization in Industry: Volume II. Edited by T. Ciriano, and R. Leachman. England: John Wiley and Son, 1994, 7-22.	28
Required	Desrochers, M., and F. Soumis. “A Generalised Permanent Labelling Algorithm for the Shortest Path Problem with Time Windows.” INFOR 26, 3 (1988): 191-212.	28
Required	Cohn, A., and C. Barnhart. “Improving Crew Scheduling by Incorporating Key Maintenance Routing Decisions.“2000. Operations Research 51, 3 (May-June 2003): 387-396.	28
Required	Barnhart, C., F. Lu, and R. Shenoi. “Integrated Airline Scheduling.“In Operations Research in the Air Industry. International Series in Operations Research and Management Science. Vol. 9. Edited by Prof. Gang Yu. Kluwer Academic Publishers, 1997, pp. 384-403.	28
Required	Lohatepanont, M., and C. Barnhart. “Airline Schedule Planning: Integrated Models and Algorithms for Schedule Design and Fleet Assignment.“2001. Transportation Science (June 2001).	28
Required	Bratu S., C. Barnhart. “Real Time Optimization Models to Recover Aircraft Schedules and Minimize Passenger Disruptions.“MIT Working Paper, 2003.	28
Required	"Jarrah, A., G. Yu, N. Krishnamurthy, and A. Rakshit. “A Decision Support Framework for Airline Flight Cancellations and Delays.""Transportation Science 27, 3 (1993)."	28
Required	"Thengvall, B., Gang Y., and J. Bard. “Balancing User Preferences for Aircraft Schedule Recovery During Irregular Operations.""IIE Transactions, 32 (1998): 181-193."	28
Required	"Ageeva, Y. “Approaches to Incorporating Robustness into Airline Scheduling.""Master’s Thesis, Massachusetts Institute of Technology, 2000."	28
Required	Chebalov, S., and D. Klabjan. “Robust Airline Crew Scheduling: Move-up Crews.“Proceedings of the 2002 NSF Design, Service, and Manufacturing Grantees and Research Conference, 2002.	28
Required	Kang, L. S., and J. P. Clarke. “Degradable Airline Scheduling.“Working paper, Operations Research Center, Massachusetts Institute of Technology, 2002.	28
Required	Klabjan, D., A. J. Shaefer, E. L. Johnson, and G. L. Nemhauser. “Robust Airlines Crew Scheduling.“White papers and reports series, the Logistics Institute, Georgia Institute of Technology, 2002.	28
Required	Rosenberger, J. M., E. L. Johnson, and G. L. Nemhauser. “A Robust Assignment Model with Hub Isolation and Short Cycles.“White papers and reports series, the Logistics Institute, Georgia Institute of Technology, 2001.	28
Required	Schaefer, A. J., E. L. Johnson, A. J. Kleywegt, and G. L. Nemhauser. “Airline Crew Scheduling Under Uncertainty.“White papers and reports series series, the Logistics Institute, Georgia Institute of Technology, 2001.	28
Required	Yen, J. W., and J. R. Birge. “A Stochastic Programming Approach to the Airline Crew Scheduling Problem.“Submitted to Operations Research, 2001.	28
Required	Nilson, A. H., D. Darwin, and C. W. Dolan. Design of Concrete Structures. 13th ed. McGraw-Hill, 2004.	14
Optional	American Concrete Institute. “Fracture Mechanics of Concrete: Concepts, Models and Determination of Material Properties.” ACI Committee 446 (1989). Farmington Hills, MI.	14
Optional	American Concrete Institute. “Building Code Requirements for Structural Concrete (ACI 318-02),” and “Commentary (ACI 318-02).” ACI Committee 318 (2002). Farmington Hills, MI.	14
Optional	Aitcin, P. C. High-Performance Concrete. New York, NY: E & FN Spon 1998.	14
Optional	Barker, A. L. L. The Ultimate Load Theory Applied to the Design of Reinforced and Prestressed Concrete Frames. London, England: Concrete Publications, 1956.	14
Optional	Bazant, Z. P. Fracture Mechanics of Concrete Structures. New York, NY: Elsevier, 1992.	14
Optional	Billington, D. P. Thin Shell Concrete Structures. New York, NY: McGraw-Hill, 1982.	14
Optional	Bresler, B. “Design Criteria for Reinforced Concrete Columns under Axial Load and Biaxial Bending.” ACI Journal, Proceedings 57, no. 5 (1960): 481-490.	14
Optional	Bresler, B., and K. S. Pister. “Failure of Plain Concrete under Combined Stresses.” ASCE Transactions (August 1955): 1049-1050.	14
Optional	Bresler, B., ed. Reinforced Concrete Engineering: Volume I - Materials, Structural Elements, Safety. New York, NY: John Wiley & Sons, 1974.	14
Optional	Buyukozturk, O. “Nonlinear Analysis of Reinforced Concrete Structures.” Computers and Structures 7 (1977): 149-156.	14
Optional	Buyukozturk, O. “Imaging of Concrete Structures.” NDT & E International 31, no. 4 (1998): 233-243.	14
Optional	Buyukozturk, O., and Z. P. Bazant. “Creep Analysis of Structures.” Chapter 3 in Mathematical Modeling of Creep and Shrinkage of Concrete. Edited by Z. P. Bazant. Chichester, England: John Wiley & Sons, 1988.	14
Optional	Buyukozturk, O., and O. Gunes. “Advances in Earthquake Risk Assessment and Hazard Reduction for Large Inventory of Structures with High Characteristic Variability.” ARI The Bulletin of The Istanbul Technical University 53, no. 2 (2002).	14
Optional	Buyukozturk, O., and A. H. Nilson. “Deformation and Fracture of Particulate Composite.” Journal of the Engineering Mechanics Division, ASCE 98, no. EM3 (1972): 581-593.	14
Optional	Buyukozturk, O., and S. S. Shareef. “Constitutive Modeling of Concrete in Finite Element Analysis.” Computers & Structures 21, no. 3 (1985): 581-610.	14
Optional	Chattejee, B. K. Theory and Design of Concrete Shells. 3rd ed. New York, NY: Chapman & Hall, 1988.	14
Optional	Chen, E. S., and O. Buyukozturk. “Constitutive Model for Concrete in Cyclic Compression.” Journal of Engineering Mechanics, ASCE 111, no. 6 (1985): 797-814.	14
Optional	Chen, W. F. Plasticity in Reinforced Concrete. New York, NY: McGraw-Hill, 1982.	14
Optional	De Silva, C. W., D. N. Wormley, and O. Buyukozturk. “Postcracking Compliance Analysis of RC Beams.” Journal of The Structural Division, ASCE 105, no. ST1 (1979): 35-51.	14
Optional	Fardis, M. N., and O. Buyukozturk. “Shear Transfer Model for Reinforced Concrete.” Journal of The Engineering Mechanics Division, ASCE 105, no. EM2 (1979): 255-274.	14
Optional	Fardis, M. N., and O. Buyukozturk. “Shear Stiffness of Concrete by Finite Elements.” Journal of The Structural Division, ASCE 106, no. ST6 (1980): 1311-1327.	14
Optional	Farshad, M. Design and Analysis of Shell Structures. The Netherlands: Kluwer, Dordrecht, 1992.	14
Optional	Gori, R. “Theoretical Performance of RC Elements Built at the Turn of the Century.” Journal of Performance of Constructed Facilities, ASCE 13, no. 2 (1999): 57-66.	14
Optional	Gould, P. L. Analysis of Shells and Plates. New York, NY: Springer-Verlag, 1988.	14
Optional	Guidotti, G., M. Lucchesi, A. Pagni, and G. Pasquinelli. “Application of Shell Theory to Structural Problem Using the Finite Element Method.” Istituto CNUCE 115 (1986), CNR-Pisa, Roma, Italy.	14
Optional	Hsu, T. T. C. Torsion of Reinforced Concrete. Van Nostrand Reinhold, 1984.	14
Optional	Ingerslev, A. “The Strength of Rectangular Slabs.” J. Inst. Struct. Engng. 1, no. 1 (January 1923): 3-14.	14
Optional	Jawad, M. H. Theory and Design of Plate and Shell Structures. New York, NY: Chapman & Hall, 1994.	14
Optional	Johnson, K. W. Brudlinieteorier. Copenhagen: Gjellerups Forlag, July 1943, p. 191.	14
Optional	Kellar, V. S., and R. T. Sewell. Fundamentals of the Analysis and Design of Shell Structures. Englewood Cliffs, NJ: Prentice-Hall, 1987.	14
Optional	Kupfer, H., H. K. Hilsdorf, and H. Rüsch. “Behaviour of Concrete Under Biaxial Stress.” Journal of American Concrete Institute (ACI Journal) 66, no. 8 (1969): 656-666.	14
Optional	Leet, K. M. Reinforced Concrete Design: Conforms to 1995 ACI Codes. New York, NY: McGraw-Hill, 1997.	14
Optional	Mehta, P. K., and P. J. M. Monteiro. Concrete: Microstructure, Properties, and Materials. 2nd ed. New York, NY: McGraw-Hill, 1993.	14
Optional	Mindess, S., J. F. Young, and D. Darwin. Concrete. 2nd ed. Upper Saddle River, NJ: Prentice Hall, 2003.	14
Optional	Mollmann, H. Introduction to the Theory of Thin Shells. Chichester, United Kingdom: John Wiley & Sons, 1982.	14
Optional	Nawy, E. G. Reinforced Concrete - A Fundamental Approach. 5th ed. Upper Saddle River, NJ: Prentice Hall, 2003.	14
Optional	Nielsen, N. P. Limit Analysis and Concrete Plasticity. 2nd ed. New York, NY: CRC Press, 1999.	14
Optional	Nilson, A. H., D. Darwin, and C. W. Dolan. Design of Concrete Structures. 13th ed. New York, NY: McGraw-Hill, 2004.	14
Optional	Niordson, F. I. Shell Theory. New York, NY: Elsevier, 1985.	14
Optional	Park, R., and T. Pauley. Reinforced Concrete Structures. 1st ed. New York, NY: John Wiley & Sons, 1975.	14
Optional	Park, R., and W. L. Gamble. Reinforced Concrete Slabs. 2nd ed. New York, NY: John Wiley & Sons, 2002.	14
Optional	Penelis, G. G., and A. J. Kappos. Earthquake Resistant Concrete Structures. New York, NY: E & FN Spon, 1997.	14
Optional	Ramamurthy, L. N. “Investigation of the Ultimate Strength of Square and Rectangular Columns under Biaxially Eccentric Loads.” Reinforced Concrete Columns 13, no. ACI-SP (1966): 263-298, Detroit, MI.	14
Optional	Sacks, R., and O. Buyukozturk. “Expert Interactive Design of R/C Columns under Biaxial Bending.” Journal of Computing in Civil Engineering, ASCE 1, no. 2 (1987): 69-81.	14
Optional	Tasuji, M. E., F. O. Slate, and A. H. Nilson. “Stress-Strain Response and Fracture of Concrete in Biaxial Loading.” ACI Journal 75, no. 7 (1978): 306-312.	14
Optional	Timoshenko, S., and S. Woinowsky-Krieger. Theory of Plates and Shells. New York, NY: McGraw-Hill, 1959.	14
Optional	Wempner, G., and D. Talaslidis. Mechanics of Solids and Shells: Theories and Applications. Boca Raton, FL: CRC Press, 2003.	14
Optional	William, K. J., and E. P. Warnke. “Constitutive Model for The Triaxial Behavior of Concrete.” Int. Assoc. Bridge Struct. Engng. Proc. 19 (1975).	14
Optional	Wium, D. J. W., and O. Buyukozturk. “Behavior of Precast Segmental Concrete Bridges.” Research Report R84-06 (1984). Department of Civil and Engineering, Massachusetts Institute of Technology, Cambridge, MA.	14
Optional	Wium, D. J. W., and O. Buyukozturk. “Variability in Long-term Concrete Deformations.” Journal of Structural Engineering 111, no. 8 (1985): 1792-1809. ASCE.	14
Optional	Wood, R. H. Plastic and Elastic Design of Slabs and Plates. London: Thames and Hudson, 1961, p. 344.	14
Optional	Zingoni, A. Shell Structures in Civil and Mechanical Engineering. London, United Kingdom: Thomas Telford, 1997.	14
Optional	Fischer, Hugo, John List, C. Robert Koh, Jorg Imberger, and Norman Brooks. Mixing in Inland and Coastal Waters. San Diego, CA: Academic Press, 1979. ISBN: 9780122581502.	16
Required	Bathe, K. J. Finite Element Procedures. 2nd ed. Klaus-Jürgen Bathe, 2014. ISBN: 9780979004957.	103
Required	Newman, J. N. Marine Hydrodynamics. Cambridge, MA: MIT Press, 1977. ISBN: 9780262140263.	117
Optional	Readings in Marine Hydrodynamics. Volume published in Honor of Professor J. Nicholas Newman.	117
Optional	Mei, Chiang C. The Applied Dynamics of Ocean Surface Waves. Hackensack, NJ: World Scientific Publishing, 1989.	117
Optional	Faltinsen, O.M. Sea Loads on Ships and Offshore Structures. Cambridge, UK: Cambridge University Press, 1993. ISBN: 9780521458702.	117
Optional	Laitone, Edmund V., and John V. Wehausen. “Surface Waves.” in Encyclopedia of Physics, Volume IX. New York, NY: Springer-Verlag, 1960. pp. 446-778.	117
Required	Kerwin, Justin. Lecture Notes on Hydrofoils and Propellers. Cambridge, MA, January 2001. 	116
Optional	Strang, Gilbert. Introduction to Linear Algebra. 5th ed. 2016. Wellesley-Cambridge Press. ISBN: 9780980232776.	102
Optional	Strang, Gilbert. Linear Algebra and Learning from Data. 2019. Wellesley-Cambridge Press. ISBN: 9780692196380.	102
Optional	Strang, Gilbert. Linear Algebra for Everyone. 2020. Wellesley-Cambridge Press. ISBN: 9781733146630.	102
Required	Strang, Gilbert. Differential Equations and Linear Algebra. 2014. Wellesley-Cambridge Press.ISBN: 9780980232790.	102
Required	Larson, Richard C., and Amedeo R. Odoni. Urban Operations Research. Belmont, MA: Dynamic Ideas, 2007. ISBN: 0975914634.	26
Required	Grier, Nathaniel. “Formulating a Mathematical Program: An Overview.” 2001. (Cambridge, MA: 1.224 Carrier Systems Tutorial, MIT).	32
Required	Blais, J. Y., J. Lamont, and J. M. Rousseau. “The HASTUS Vehicle and Manpower Scheduling System at the Societe de transport de la Communaute urbaine de Montreal.” Interfaces 20, no. 1 (1990): 26-42.	32
Required	Odoni, A. R., J. -M. Rousseau, and N. H. M. Wilson. “Models in Urban and Air Transportation.” Chapter 5 in Operations Research and the Public Sector, Handbooks in Operations Research and Management Science. Vol. 6. Edited by S. M. Pollock, M. H. Rothkopf, and A. Barnett. 1994, pp. 129-150.	32
Required	Shen, S. “Vehicle and Crew Scheduling.” 2000. (Cambridge, MA: 1.224 Carrier Systems Case Study, MIT).	32
Required	Barnhart, C., A. M. Cohn, E. L. Johnson, D. Klabjan, G. L. Nemhauser, and P. H. Vance. “Airline Crew Scheduling.” In Handbook of Transportation Science. 2nd ed. Edited by Randolph W. Hall. Norwell, MA: Kluwer Academic Publishers, November 2001.	32
Required	Cohn, A. “Making the Trade-off Between Optimality and Tractability When Solving Large Transportation Models: A Case Study on the Airline Industry.” 2000. (Cambridge, MA: 1.224 Carrier Systems Case Study, MIT).	32
Optional	Bradley, S. P., A. C. Hax, and T. L. Magnanti. Applied Mathematical Programming. Reading, MA: Addison-Wesley, 1977. ISBN: 020100464X.	32
Optional	Winston, W. L. Operations Research: Applications and Algorithms. Belmont, California: Wadsworth Publishing Company, 1994. ISBN: 0534380581.	32
Required	Modest, Michael F. Radiative Heat Transfer. 2nd ed. Boston, MA: Academic Press, 2003. ISBN: 9780125031639.	127
Optional	Hidrovo, C. H., and D. P. Hart. “Dual Emission Laser Induced Fluorescence Technique (DELIF) for Oil Film Thickness and Temperature Measurement.” Proceedings of the ASME Fluids Engineering Division Summer Meeting (June 11-15, 2000): FEDSM2000-11043.	133
Optional	Manz, Devon, and Wai Cheng. “On-Line Measurements of Engine Oil Aeration by X-Ray Absorption.” Proceedings of the ASME Internal Combustion Engine Division Spring Technical Conference (May 8-10, 2006): ICES2006-1356.	133
Required	Chen, Gang. Nanoscale Energy Transport and Conversion: A Parallel Treatment of Electrons, Molecules, Phonons, and Photons. Oxford University Press, 2005. ISBN: 9780195159424. 	126
Optional	Griffiths, D. J. “Quantum Mechanics.” In Introduction to Quantum Mechanics. Prentice Hall, 1994. ISBN: 9780131244054.	126
Optional	Kittel, C. “Solid-State Physics.” In Introduction to Solid State Physics. 7th ed. Wiley, 1995. ISBN: 9780471111818.	126
Optional	Born, M., and E. Wolf. “Electromagnetism.” In Principles of Optics: Electromagnetic Theory of Propagation, Interference and Diffraction of Light. 7th ed. Cambridge University Press, 1999. ISBN: 9780521642224.	126
Optional	Sze, S. M. “Electronics.” In Physics of Semiconductor Devices. 2nd ed. Wiley, 1981. ISBN: 9780471056614.	126
Optional	Kittel, C., and H. Kroemer. “Thermal Physics.” In Thermal Physics. 2nd ed. Freeman and Company, 1980. ISBN: 9780716710882.	126
Optional	Vincenti, W. G., and C. H. Kruger, Jr., “Kinetic Theory.” In Introduction to Physical Gas Dynamics. Krieger, 1975. ISBN: 9780882753096.	126
Required	Daganzo, C. F. Fundamentals of Transportation and Traffic Operations. Chapters 1 and 2. Pergamon Press-Elsevier Science, 1997. Pp. 11-20 and 25-29.	33
Required	Odoni, A. R., J. M. Rousseau, and N. H. M. Wilson. “Models in Urban and Air Transportation.” Chapter 5 in Handbooks in Operations Research and Management Science: Volume 6 Operations Research and the Public Sector. Edited by S. M. Pollock, M. H. Rothkopf, and A. Barnett. North-Holland Press-Elsevier Science B. V., 1994. Pp. 107-128. (Except subsection 2.4)	33
Required	Gabard, J. F. “Car-Following Models.” In Concise Encyclopedia of Traffic & Transportation Systems. Edited by M. Papageorgiou. Pergamon Press, 1991. Pp. 65-68.	33
Required	Daganzo, C. F. “Fundamental Diagrams.” In Fundamentals of Transportation and Traffic Operations. Pergamon Press-Elsevier Science, 1997. Pp. 80-93.	33
Required	Cohen, S. “Flow Variables.” In Concise Encyclopedia of Traffic & Transportation Systems. Edited by M. Papageorgiou. Pergamon Press, 1991. P. 142.	33
Required	Sheffi, Y. Urban Transportation Networks. Prentice-Hall, 1985. Chapter 1. Subsection 1.20.	33
Required	Larson, R. C., and A. R. Odoni. Urban Operations Research. Prentice-Hall, 1981. Chapter 6. Pp. 359-379.	33
Required	Burkard, R. E. “Shortest Path Algorithms.” In Concise Encyclopedia of Traffic and Transportation Systems. Edited by M. Papageorgiou. Pergamon Press, 1991. Pp. 461-468.	33
Required	Sheffi, Y. Urban Transportation Networks. Prentice-Hall, 1985. Chapter 1. Pp. 2-26.	33
Required	Daganzo, C. F. “Equilibrium Analysis.” Chapter 5 in Fundamentals of Transportation and Traflic Operations. Pergamon Press-Elsevier Science, 1997. Pp. 198-209.	33
Required	Daganzo, C. F. _Fundamentals of Transportation and Traffic Operations._Pergamon Press-Elsevier Science, 1997. Chapter 3. Pp. 47-65.	33
Required	Wattleworth, J. A. “Peak-Period Analysis and Control of a Freeway System.” Highway Research Record (1967): 1-10.	33
Required	Papageorgiou, M. “A New Approach to Time-of-Day Control Based on a Dynamic Freeway Traffic Model.” Transportation Research 14B (1980): 349-360.	33
Required	Makigami, Y. “On-Ramp Control: Coordinated Time-of-Day Strategies.” In Concise Encyclopedia of Traffic and Transportation Systems. Edited by M. Papageorgiou. Pergamon Press, 1991. Pp. 285-289.	33
Required	Hillier F. M., and G. J. Lieberman. “Queueing Theory.” Chapter 15 in Introduction to Operations Research. McGraw-Hill, 1995. Pp. 661-732.	33
Required	Hillier F. M., and G. J. Lieberman. “Simulation.” Chapter 21 in Introduction to Operations Research. McGraw-Hill, 1995. Pp. 900-934.	33
Required	Webster, F. V. “Traffic Signal Settings.” Road Research Technical Paper No. 39. Her Majesty’s Stationary Office, London. 1958. Pp. 1-24.	33
Required	Odoni, A. R. “Issues in Air Traffic Flow Management.”	33
Required	Barcelo, J. “Traffic Management Systems.” In Concise Encyclopedia of Traffic and Transportation Systems. Edited by M. Papageorgiou. Pergamon Press, 1991. Pp. 541-550.	33
Required	Stathopoulos, A. “Route Guidance, Collective.’’ In Concise Encyclopedia of Traffic and Transportation Systems. Edited by M. Papageorgiou. Pergamon Press, 1991. Pp. 412-416.	33
Optional	Daganzo, Carlos F. Logistics Systems Analysis. Springer-Verlag, 1991.	33
Optional	Watson, H. Computer Simulation in Business. John Wiley & Sons, 1981.	33
Optional	Nersesian, R., and G. Boyd Swartz. Computer Simulation in Logistics. Quorum Books, 1996.	33
Optional	Smith, J. U. M. Computer Simulation Models. Griffin & Co. 1968.	33
Optional	Highway Capacity Manual. Transportation Research Board, National Research Council, 1985.	33
Required	Horowitz, Ellis, Sartaj Sahni, and Sanguthevar Rajasekaran. Computer Algorithms / C++. Summit, NJ: Silicon Press, 2007. ISBN: 9780929306421.	27
Required	Cormen, Thomas, Charles Leiserson, Ronald Rivest, and Clifford Stein. Introduction to Algorithms. 2nd ed. Cambridge, MA: MIT Press, 2001. ISBN: 9780262032933.	27
Required	Horstmann, Cay. Big Java. 4th ed. New York, NY: Wiley, 2009. ISBN: 9780470509487.	27
Required	Syverson, Bryan, and Joel Murach. Murach’s SQL Server 2005 for Developers. Fresno, CA: Murach & Associates, 2006.	27
Required	Fisher, Maydene, Jon Ellis, and Jonathan Bruce. JDBC API Tutorial and Reference. 3rd ed. Upper Saddle River, NJ: Prentice Hall, 2003. ISBN: 9780321173843.	27
Required	Newell, C. Application of Queuing Theory. New York, NY: Springer, 1982. ISBN: 9780412245008.	27
Required	Press, William, Saul Teukolsky, William Vetterling, and Brian Flannery. Numerical Recipes: The Art of Scientific Computing. 3rd ed. New York, NY: Cambridge University Press, 2007. ISBN: 9780521880688.	27
Required	Sheffi, Yosef. Urban Transportation Networks: Equilibrium Analysis with Mathematical Programming Methods. Upper Saddle River, NJ: Prentice Hall, 1985. ISBN: 9780139397295.	27
Required	Kocur, George, and Chris Hendrickson. “Design of Local Bus Service with Demand Equilibration.” Transportation Science 16, no. 2 (1982): 149-170.	27
Optional	American Society for Testing and Materials (ASTM). Annual Book of ASTM Standards (post 2000).	19
Required	Isenberg, Daniel J. “How Senior Managers Think.” Harvard Business Review (November-December 1984): 81-90.	31
Required	Lindblom, Charles. “The Science of Muddling Through.” Public Administration Review 14 (Spring 1989): 79-88.	31
Required	Zaleznik, Abraham. “Management and Leaders: Are They Different?” Harvard Business Review (March-April 1992): 126-135.	31
Required	Kanter, Rosabeth Moss. “The New Managerial Work.” Harvard Business Review (November-December 1989): 85-92.	31
Required	Wack, Pierre. “Scenarios: Shooting the Rapids.” Harvard Business Review (November 1985): 122-135.	31
Required	Zack, Michael. “Developing a Knowledge Strategy.” California Management Review (April 1999): 139-61.	31
Required	Mintzberg, Henry. “The Fall and Rise of Strategic Planning.” Harvard Business Review (January-February 1994): 107-114	31
Required	Jick, Todd D. “The Vision Thing.” Harvard Business School Case 9-490-019 (1989): 1-7.	31
Required	Hazard, J. “Managing National Transportation Policy.” Chapter 2 in The Federal Executive Setting. Washington, DC: Eno Foundation, 1989, pp. 31-43.	31
Required	Coughlin, Joseph F. “Can a Cabinet Official Innovate? Entrepreneurial Politics and National Transportation Policy.” Public Works Management and Policy 1, no. 3 (January 1997): 209-223.	31
Required	Vogel, David J. “The Study of Business and Politics.” California Management Review 38, no. 3 (Spring 1996): 146-165.	31
Required	Kanter, Rosabeth Moss. “The Institutional Perspective on Management.” Harvard Business School Research Note 9-897-185 (1997): 1-10.	31
Required	“Public Policy and the Manager.” Harvard Business School Research Note (1993): 1-13.	31
Required	Leone, Robert. “Technology-Forcing Public Policies and the Automobile.” In Essays in Transportation Economics and Policy. Edited by J. Gomez-Ibanez, W. Tye, and C. Winston. Washington, DC: Brookings Institution 1999. pp. 291-323. ISBN: 0815731817.	31
Required	Lave, Charles, and Lester Lave. “Fuel Economy and Auto Safety Regulation: Is the Cure Worse than the Disease?” In Essays in Transportation Economics and Policy. Edited by J. Gomez-Ibanez, W. Tye, and C. Winston. Washington, DC: Brookings Institution 1999. pp. 257-289. ISBN: 0815731817.	31
Required	“Unocal Corporation’s SCRAP: Crushing Old Cars for Credit.” Harvard Business School Case (1991): 1-18.	31
Required	Hart, Stuart. “Beyond Greening: Strategies for a Sustainable World.” Harvard Business Review (January-February 1997): 67-78.	31
Required	Diebold Institute for Public Policy Studies. “The Need for Cooperation between the Public and Private Sectors,” and “The European ITS Experience: Lessons for the United States.” Chapter 5, and 7 in Transportation Infostructures: The Development of Intelligent Transportation Systems. Westport, CT: Praeger, 1995, pp. 63-72, 108-131. ISBN: 0275951561.	31
Required	Sisodia, Rajendra. “Singapore Invests in the Nation-Corporation.” Harvard Business Review (May-June 1992): 40-50	31
Required	Goetz, and J. Szyliowicz. “Revisiting Transportation Planning and Decision Making Theory: The Case of Denver International Airport.” Transportation Research A 31, no. 4 (1997).	31
Required	“BAE Automated Systems: Denver International Airport Baggage-Handling System.” Harvard Business School Case (1996): A:1-15, B: 1-3.	31
Required	Truitt, Lawrence, and Michael Esler. “Airport Privatization: Full Divesture and Its Alternatives.” Policy Studies Journal 24, no. 1 (1996): 100-110.	31
Required	Gomez, Jose A., and John Meyer. Going Private: The International Experience with Transport Privatization. Washington, DC: Brookings, 1993, pp. 22-36, 275-297. ISBN: 0815731795.	31
Required	Ray, Sally J. Strategic Communications in Crisis Management. (Airlines) Westport, CT: Quorum Books, 1999, pp. 13-54, 95-115, 159-182, 241-249. ISBN: 1567201539.	31
Required	“Massachusetts Bay Transportation Authority (MBTA) Commuter Train and AMTRAK Train Collision.” Harvard Business School Case (1990): 1-12.	31
Required	Christensen, Clayton, and Michael Overdorf. “Meeting the Challenge of Disruptive Change.” Harvard Business Review (March-April 2000): 67-76.	31
Required	Rosegrant, Susan, and Todd Jick. “Northwest Airlines Confronts Change.” Harvard Business School Case  (1996): 1-17.	31
Required	Prahalad, C. K., and Kenneth Lieberthal. “The End of Corporate Imperialism.” Harvard Business Review (July-August 1998): 69-80.	31
Required	Rosenzweig, Philip. “Mercedes-Benz.” Harvard Business School Case (1993): 1-10.	31
Required	Small, Kenneth, and Erik T. Verhoef. The Economics of Urban Transportation. New York, NY: Routledge, 2007. ISBN: 9780415285155.	25
