Required	[{:family=>"Coase", :given=>"Ronald"}]	["The Nature of the Firm"]	article-journal	["Economica"]	["1937"]
Optional	[{:family=>"Lafontaine", :given=>"Francine"}, {:family=>"Slade", :given=>"Margaret"}]	["Inter-Firm Contracts: Evidence"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Elfenbein", :given=>"Daniel"}, {:family=>"Lerner", :given=>"Josh"}]	["Ownership and Control Rights in Internet Portal Alliances, 1995-1999"]	article-journal	["RAND Journal of Economics"]	["2003"]
Optional	[{:family=>"McMillan", :given=>"John"}, {:family=>"Woodruff", :given=>"Christopher"}]	["Dispute Prevention Without Courts in Vietnam"]	article-journal	["Journal of Law, Economics, and Organization"]	["1999"]
Optional	[{:family=>"Malcomson", :given=>"James"}]	["Relational Incentive Contracts"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Macaulay", :given=>"Stewart"}]	["Non Contractual Relations in Business: A Preliminary Study"]	article-journal	["American Sociological Review"]	["1963"]
Optional	[{:family=>"Macneil", :given=>"Ian"}]	["Contracts: Adjustments of Long-term Economic Relations Under Classical, Neoclassical, and Relational Contract Law"]	article-journal	["Northwestern University Law Review"]	["1978"]
Optional	[{:family=>"Klein", :given=>"Benjamin"}, {:family=>"Murphy", :given=>"Kevin M."}]	["Vertical Restraints as Contract Enforcement Mechanisms"]	article-journal	["Journal of Law and Economics"]	["1988"]
Optional	[{:literal=>"———."}]	["Vertical Integration as a Self-Enforcing Contractual Arrangement"]	article-journal	["American Economic Review"]	["1997"]
Optional	[{:family=>"Klein", :given=>"Benjamin"}]	["The Role of Incomplete Contracts in Self-Enforcing Relationships"]	article-journal	["Revue D’Économie Industrielle"]	["2000"]
Optional	[{:family=>"Azoulay", :given=>"Pierre"}]	["Capturing Knowledge Within and Across Firm Boundaries: Evidence from Clinical Development"]	article-journal	["American Economic Review"]	["2004"]
Optional	[{:family=>"Forbes", :given=>"Silke"}, {:family=>"Lederman", :given=>"Mara"}]	["Adaptation and Vertical Integration in the Airline Industry"]	manuscript		["2008"]
Optional	[{:literal=>"———."}]	["Does Vertical Integration Affect Firm Performance? Evidence from the Airline Industry"]	manuscript		["2008"]
Optional	[{:family=>"Bresnahan", :given=>"Timothy"}, {:family=>"Levin", :given=>"Jonathan"}]	["Vertical Integration and Market Structure"]	chapter	["The Handbook of Organizational Economics"]	["2009"]
Optional	[{:family=>"Aghion", :given=>"Philippe"}, {:family=>"Tirole", :given=>"Jean"}]	["On the Management of Innovation"]	article-journal	["Quarterly Journal of Economics"]	["1994"]
Optional	[{:family=>"Baker", :given=>"George"}, {:family=>"Hubbard", :given=>"Thomas"}]	["Make Versus Buy in Trucking: Asset Ownership, Job Design, and Information"]	article-journal	["American Economic Review"]	["2003"]
Optional	[{:family=>"Gibbons", :given=>"Robert"}]	["Four Formal(izable) Theories of the Firm?"]	article-journal	["Journal of Economic Behavior and Organization"]	["2005"]
Optional	[{:family=>"Tadelis", :given=>"Steven"}, {:family=>"Williamson", :given=>"Oliver"}]	["Transaction Cost Economics"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Segal", :given=>"Ilya"}, {:family=>"Whinston", :given=>"Michael"}]	["Property Rights"]	chapter	["The Handbook of Organizational Economics"]	
Optional	[{:family=>"Williamson", :given=>"Oliver"}]	["Markets and Hierarchies: Analysis and Antitrust Implications"]			["1983"]
Optional	[{:family=>"Hart", :given=>"Oliver"}, {:family=>"Moore", :given=>"John"}]	["Contracts as Reference Points"]	article-journal	["Quarterly Journal of Economics"]	["2008"]
Optional	[{:family=>"Hart", :given=>"Oliver"}, {:family=>"Holmstrom", :given=>"Bengt"}]	["A Theory of Firm Scope"]	article-journal	["National Bureau of Economic Research Working Paper"]	["2008-12"]
Optional	[{:family=>"Holmstrom", :given=>"Bengt"}, {:family=>"Milgrom", :given=>"Paul"}]	["The Firm as an Incentive System"]	article-journal	["American Economic Review"]	["1994"]
Optional	[{:family=>"Hart", :given=>"Oliver"}]	["Firms, Contracts, and Financial Structure"]			["1995"]
Optional	[{:family=>"Whinston", :given=>"Michael"}]	["On the Transaction Cost Determinants of Vertical Integration"]	article-journal	["Journal of Law Economics and Organizations"]	["2003"]
Optional	[{:family=>"Macher", :given=>"Jeffrey"}, {:family=>"Richman", :given=>"Barak"}]	["Transaction Cost Economics: An Assessment of Empirical Research in the Social Sciences"]	article-journal	["Business and Politics"]	["2008"]
Optional	[{:family=>"Williamson", :given=>"Oliver"}]	["Transaction Cost Economics: The Governance of Contractual Relations"]	article-journal	["Journal of Law and Economics"]	["1979"]
Optional	[{:family=>"Baker", :given=>"George"}]	["Clinical Papers in Organizational Economics"]	chapter	["The Handbook of Organizational Economics"]	
